ROW_NAMES,Halo_ARID4A_REPLICATE_dS_AVG,Halo_ARID4B_REPLICATE_dS_AVG,Halo_BRMS1_REPLICATE_dS_AVG,Halo_BRMS1L_REPLICATE_dS_AVG,Halo_GATAD1_REPLICATE_dS_AVG,HDAC1.Halo_REPLICATE_dS_AVG,HDAC2_Halo_REPLICATE_dS_AVG,Halo_ING1_REPLICATE_dS_AVG,Halo_ING2_REPLICATE_dS_AVG,MORF4L1_Halo_REPLICATE_dS_AVG,Halo_PHF12_REPLICATE_dS_AVG,Halo_RBBP4_REPLICATE_dS_AVG,Halo_SAP30_REPLICATE_dS_AVG,Halo_SAP30L_REPLICATE_dS_AVG,Halo_SAP130_REPLICATE_dS_AVG,SIN3A_Halo_REPLICATE_dS_AVG,SIN3B_2_Halo_REPLICATE_dS_AVG,Halo_SUDS3_REPLICATE_dS_AVG,complex
HADHB,0,0,0,-0.1991068,0,-0.9574007,0,-0.1379741,0.01124245,0,0,0,0,-0.379405,0,0,30.70758,0,0
VAT1,0,-0.1441587,0.4731973,0.2096633,0,0,-0.5724814,0.007804709,0.1424434,0,0,0,0,-0.426942,0,0.1626237,16.50148,0,0
PELO,0.5639951,0,-0.1183618,1.901838,0.8079193,-1.036772,0,0,1.95838,0,4.67057,2.593858,0.3356981,0.7334142,-0.6206598,0,0,10.8573,0
CCDC47,0,-0.3489746,0,-0.264362,0,0.6293873,-0.8336458,0,0,-0.3559519,-0.09340777,0,0.7582451,2.371573,-0.5729054,0,12.87518,0.002704974,0
DARS,9.054866,0,0,1.100689,0,-0.8408295,-0.6577521,0.6969714,-0.2086665,-0.2785159,0,-0.2755607,0.6157606,-0.1496487,-0.4797365,-0.01950197,-0.4652965,2.669956,0
HADHA,0,0,-0.06654433,0,0,-1.029582,-0.5551185,-0.2312308,-0.243952,0,0,0,0,3.468017,0,-0.431514,24.27354,0,0
SRPK1,0,-0.3403861,0.526157,-0.2570357,-0.07365322,0,-0.7806142,-0.2538319,0.3557764,2.100078,0,2.120764,-0.1438579,-0.4848715,-0.5509265,-0.4235308,-0.5656027,21.26471,0
BBX,0,0,0,0,0,-0.5925137,0,19.70639,0,0,0,0,-0.0990518,5.199184,-0.5199755,0,1.170365,0,0
IPO4,0,0,0.7443525,0,0,-0.6145412,-0.6715165,0,0,-0.2758938,0,-0.2729386,-0.03476013,5.260865,-0.4771144,0,11.04589,-0.1496384,0
SUPT6H,0,0,-0.1036485,-0.1085213,2.147837,0,0,0,-0.1616236,0,1.285911,5.703724,0,-0.1076484,0,1.817719,0,9.053357,0
S100A7,0.0268715,0,-0.2086031,0.3532301,0,0,-0.2984185,0,18.99788,0,0,-0.2120928,-0.2387845,11.78175,0,0,0,0,0
MAGOH,-0.02273304,0,0,4.421946,0,-0.6855158,-0.6056666,0,-0.08424764,0,0,0.004020753,0,0,0.9842319,0.1200641,0,17.85678,0
TMX1,0,0.5351767,-0.0843339,-0.08276843,0,0,-0.4747212,1.763908,-0.1461719,0,0,0,0,0,0,0.2929707,13.25429,0,0
PAICS,0,0,0,0.008762907,1.12879,12.63066,14.43852,-0.294025,-0.2842749,0,0,0,0,-0.5645571,-0.8696688,0,0,0,0
MTA3,0,0,0,0,0,-1.981214,37.65551,0,0,0,0,22.835,0,0,-0.2985621,0,0,0,0
ATP5C1,0,-0.2623988,0.07866694,0,0,1.648311,0,-0.0376158,0,0,0,0,9.250867,6.902852,-0.4213783,0,-0.434399,0,0
JUP,-0.2842737,0.07791549,2.618778,0,0,-1.098843,0,0,-0.1969412,0,25.77966,0,-0.2304509,1.842348,6.27698,-0.5005432,-0.7709795,0,0
SDE2,0.597256,0,0.7685344,0.4721851,2.602096,0,0,0,0.0902893,0,0,-0.08359123,0,0.2330459,0,0,0,11.631,0
SDHA,-0.2877031,7.797545,-0.1146471,-0.0935092,-0.09442118,-0.5638271,-0.5791699,-0.03758658,-0.2491273,0,0,-0.3664384,-0.1750098,-0.09778964,-0.4340644,-0.4650668,9.577301,1.466705,0
COPA,0,0,0,0,0,-0.4530772,0,0,0,0,0,0,-0.123392,3.616465,-0.06363138,0,12.30306,0,0
SFSWAP,-0.1948588,0.3214481,0,-0.1540113,0,-0.8491714,-0.6260776,0,3.197275,0,0,2.127643,0,14.68258,-0.4468218,0,0,0,0
DHX38,0,-0.2435973,1.436039,0,0.05952357,0,-0.4637113,0,0,0,0,3.845228,0,0,0,0.1696992,0,24.59413,0
PPP1R10,0,0,0,0,1.56763,-0.4133708,0,0,0,0.224832,21.38242,0,0,0,0,0.9971047,0.01435192,0,0
HMG20B,0,-0.5855425,0,0,0,45.09292,28.16873,0,0,0,0,0,0,0,0,0,0,0,0
CCDC71L,0,0,0,0,0,28.37544,19.98636,0,0,0,0,0,0,0,0,0,0,0,0
PCGF6,0,0,0,0,0,35.49537,32.40739,0,0,0,0,0,0,0,0,0,0,0,0
CTBP2,0,0,0,0,0,68.04325,15.43722,0,0,0,0,0,0,0,0,0,0,0,0
PFDN5,0,0,0,0,0,24.21466,6.003908,0,-0.2667408,0,0,0,0,-0.5048822,0,0,0,0,0
PFDN6,0,0,0.542392,0,0,1.907726,-0.4424153,20.71099,-0.1537894,0,0,0,0,0,0,0,0,-0.06079878,0
VBP1,0,0,-0.3150744,0,0.04801832,33.95675,4.328783,0,0,0,0,0,0,0,-0.6832329,0,0,0.4253647,0
ZNF296,0,0,0,0,0,36.77194,26.13087,0,0,0,0,-0.6193729,0,0,0,0,0,0,0
CCDC71,0,0,0,0,0,38.86108,20.1513,0,0,0,0,-0.7181607,0,0,0,0,0,0,0
CDYL2,0,0,0,0,0,26.65051,30.75293,0,0,0,0,0,0,0,0,0,0,0,0
L3MBTL2,0,0,-0.4568708,0,0,29.72727,44.42419,0,0,0,0,0,0,0,0,0,0,0,0
BEND7,0,0,0,0,0,12.73216,13.04881,0,0,0,0,4.067449,0,0,0,0,0,0,0
BEND7,0,0,0,0,0,13.55336,6.420813,0,0,0,0,12.46154,0,0,0,0,0,0,0
PHF21A,0,0,0,0,0,12.00181,14.47701,0,0,0,0,0,0,0,0,0,0,0,0
LSM2,0.006123128,-0.06522961,0,0,7.923954,-0.3271311,0,0,0.9965071,0,0,0.02532991,0.03303452,0.2040954,-0.1788459,0,0,0.7593583,0
LRRC59,0,0,0,0.9893998,0,0,0,0,0,0,0,0,0,-0.3193979,-0.1963313,0,14.26271,2.673703,0
CCT8,-0.5043936,-0.9032798,-0.4473008,-0.4185049,1.857064,10.46465,37.37065,0,-0.4365455,0,0,0.3023048,-0.6084874,-1.087702,-1.546815,-0.9260221,-1.296685,-0.5953558,0
ZNF592,0,0,0,0,0,56.03346,18.83222,0,0,0,0,-0.6710224,0,0,0,0,0,0,0
TRA2B,0,-0.1022096,0,0,3.922599,0,0,0,0,-0.02693197,12.76697,0.4141445,0.8121227,0,-0.2281526,0,0,0,0
BAHD1,0,0,0,0,0,16.63997,20.37031,0,0,0,0,0,0,0,0,0,0,0,0
HAT1,0,0,0,0,-0.04320329,0,0,-0.3275151,0,0.5756898,0.350835,41.63175,-0.2223783,-0.4618419,-0.5193963,0,-0.4926426,0,0
RPN1,0,0,-0.1639169,-0.1888791,0,-0.3398269,0,0,0,0,0,0,-0.1940983,-0.3487219,-0.4816897,0,26.44829,0,0
CWC27,9.266631,0.1202788,-0.1061146,0,0.6052443,0,0,0.03662072,2.969205,0,0,0,0.8411103,0,0,0,0,9.013899,0
GRSF1,0,-0.2087307,0.5831035,0,0.1060123,0,0,0,0,0,2.222729,0,13.66394,0,0,-0.263149,0,9.427169,0
SFMBT1,0,0,0,0,0,33.3188,-0.710328,0,0,0,0,0,0,0,0,0,0,0,0
ZNF423,0,0,0,0,0,35.07658,9.704083,0,0,0,0,0,0,0,0,0,0,0,0
MGA,0,0,0,0,0,60.77029,14.04167,0,-0.2898191,0,0,0,0,0,0,0,0,0,0
LAMB2,0,0,0,0,0,16.13618,32.69923,0,-0.3980588,0,0,0,0,0,1.180136,0,0,0,0
ZMYND8,-0.3779508,0,0,0,0,29.47487,9.612441,0,0,0,0,-0.3616937,0,0,-0.6909445,0,0,-0.3634685,0
LRPPRC,0,-0.3522527,0.1525377,0,0,0,0,-0.2772261,0,0,0,-0.3573675,-0.2539886,-0.4936443,-0.6609886,-0.4545116,40.03043,0,0
RTN4,0,-0.1936596,0.628317,0,0,0,0,0,-0.1308761,0,0,0,0,0,0,0,22.2624,-0.02260992,0
ERCC6,0,0,0,0,0,11.63778,-0.2512487,0,0,0,0,10.83037,0,0,0,0,0,0,0
MCM6,0,0,-0.000416559,0,0.2125038,0,0,0,0.1191827,0,0,0.9200721,0,-0.2702537,0.3075447,0,0,17.13925,0
ZNF608,0,0,0,0,0,18.3943,2.224306,0,0,0,0,0,0,0,0,0,0,0,0
MCM4,0,1.468268,0.5996104,-0.07003382,0.1133487,-0.4391652,-0.4233425,-0.1709631,1.318924,0,0.1009204,-0.1586686,-0.1049643,0,-0.3628444,0,-0.4038836,14.22125,0
ASF1A,0,0,0,0,0,0,0,0,0,0,0,35.52814,0,0,0,0,0,0,0
S100A8,-0.22726,0,0,0,0,0,-0.69088,0,2.021457,0,0,0,0,35.0149,0,0,0,0,0
COMT,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1709413,0,0,18.46618,0,0
CYB5R3,0,0,0,1.535289,0,0,0,0,-0.1434765,0,0,0,0,0,0,0,24.03226,0,0
LMAN2,0,0,0,0,0,0,0,-0.1215825,0,0,0,0,0,0,0,0,23.36107,0,0
SAP18,12.035,0,0,0,0,-0.2334082,0,0,0,0,0,0,0,0,0,0,0,0.30756,0
PHF1,0,0,0,0,0,0,0,0,0,0,0,35.20273,0,0,0,0,0,0,0
MTF2,0,0,0,0,0,0,0,0,0,0,0,39.34423,0,0,0,0,0,0,0
TESMIN,0,0,0,0,0,0,0,0,0,0,0,26.91974,0,0,0,0,0,0,0
BAG2,0,0,0,0,0,-0.6555953,0,-0.2163995,0,0,0,0,0,-0.1284952,28.30412,0,0,0,0
TRMT1,0,0,0,0,0,-0.5190492,0,0,0,54.51935,0,0,0,0,0,0,0,0,0
APMAP,0,0,-0.04529371,0,0,-0.5538888,0,0,0,0,0,0,0,-0.2836882,0,0,21.41897,0,0
HMOX2,0,-0.1083828,0,0,0,0,0,0,-0.06265465,0,0,0,0,-0.2497744,0,0,17.09749,0,0
JARID2,0,0,0,0,0,0,0,0,0,0,0,34.16736,0,0,0,0,0,0,0
GLYR1,0,32.39644,0,0,0,-0.4788944,-0.4730039,0,0,0,0,3.746107,0,0,0,0,0,0,0
ZNF704,0,0,0,0,0,0,0,-0.1938062,0,0,0,0,0.1023804,29.0903,0,0,0,0,0
AIMP1,8.190969,-0.1460479,0,0.4745121,0,0,-0.3661619,0,-0.09278671,0.2913323,0,0,0,0,0.7019781,0.1029545,0,3.828753,0
SERPINB3,0,0,0.994528,0,0,0,0,0,10.97912,0,0.02269514,0,0,3.026927,0,0,0,0,0
ARID4A,0,4.156565,0,0,0,19.07524,0,0,0,0,0,0,0,0.7648556,0,0,0,0,0
ARG1,0,0,0.3542393,3.792242,0,0,-0.3447267,0,1.231245,0,11.05544,0,0.7449136,-0.2660043,-0.2580234,0,0,0,0
LAMC1,0,0,0,0,4.922302,0,0,0,3.37654,0,0,-0.3498766,0,0,34.27852,0,0,0,0
RPN2,0,0,0,0,0,-0.3758913,0,-0.06550656,-0.07525724,0,0,0,-0.0258719,-0.1844818,0,0,15.82495,0,0
EIF4A2,0,0,-0.1359077,0.2587087,11.67079,-0.2259614,0,3.122089,0,-0.1864962,0,0.63164,-0.145242,0,-0.2615029,1.544267,0,2.64492,
FBN1,0,0,0,0,70.10185,0,0,0,-0.5907942,0,0,-0.6307528,0,-1.364168,4.875618,25.39756,0,0,
LCOR,0,0,0,0,0,0,0,0,0,0,0,19.67211,0,0,0,0,0,0,
WWP2,1.023859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4798304,0,12.69135,
LAMB1,0,0,0,0,1.250328,0,0,0,2.369229,0,0,0,0,0,25.4943,-0.3185894,0,0,
IARS1,9.764525,0.3613078,0,0,0.1786971,-0.5226535,-0.3743312,-0.1056147,-0.09932211,0.8097865,0,0,0,-0.2956088,0,1.086536,0,1.188552,
BRCA2,0,0,0,0,0,0,0,0,0,29.94016,0,0,0,0,0,0,0,0,
TRRAP,0,0,-0.07857873,0,0,0,0,0,0,35.64509,0,0,0,0,0,0,-0.3790244,0,
MAP4K4,0,0.289665,0,-0.1472087,0.1079605,-0.4801627,-0.4413207,-0.1763513,0.4543326,-0.2014446,0.09553227,-0.09088357,-0.1402478,0.9647143,0.3754624,0,-0.2179743,12.9289,
