Gene Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue
HUNK,24.68771123,0.158518783,0.232714717,0.681172145,0.495762571
AC105206.2,24.61203188,-0.201521682,0.295889214,-0.681071404,0.49582631
LINC01638,2.15553403,0.466717816,0.685285404,0.681056117,0.495835983
EBP,1.016251696,0.619519132,0.909651671,0.681050947,0.495839254
SLC35A2,4.000284706,-0.264346745,0.388159379,-0.681026298,0.49585485
AC093072.1,2.049026564,-0.397043764,0.583015752,-0.681017216,0.495860597
AC011473.2,2.123618957,0.436327991,0.640701004,0.681016556,0.495861015
RN7SL803P,9.112259283,0.227041076,0.333387972,0.681011599,0.495864151
ADAM30,0.407436037,1.057855195,1.553479781,0.680958457,0.495897777
CT69,11.78327613,0.202911282,0.297979949,0.680956162,0.49589923
TENT2,5.454256444,-0.464800712,0.682598717,-0.680928195,0.495916927
SRSF8,14.04081717,-0.187937833,0.276005694,-0.680920129,0.49592203
AL513534.2,4.25764551,0.316424316,0.464752336,0.680845027,0.495969556
PCDHGA8,27.80594964,0.142532566,0.209370228,0.680768069,0.496018258
CHRNB1,53.2009893,-0.103194466,0.151589583,-0.680749059,0.496030288
ATOH7,6.529784591,-0.362886699,0.533076699,-0.680740125,0.496035942
SPINK4,0.698220556,0.73596834,1.081130738,0.680739446,0.496036372
ELK1,1.307548712,0.915701811,1.34516401,0.680736181,0.496038438
AC124066.1,0.861506405,0.609501163,0.895401307,0.680701667,0.496060281
UBE4B,8.177877838,-0.270691589,0.397668848,-0.680695985,0.496063877
AC004951.4,314.0740956,-0.19981755,0.293566935,-0.680654143,0.496090359
LGR6,1.825733892,0.42674023,0.627016838,0.68058815,0.496132127
COX10-AS1,101.493279,0.095215656,0.139919605,0.680502609,0.496186271
MACROD2,21.53968409,0.164675131,0.241998735,0.680479307,0.49620102
AC079910.1,4.01663866,-0.328317604,0.482498349,-0.680453321,0.496217469
MAP4K5,29.80796467,-0.147684096,0.217064837,-0.680368586,0.496271107
ALK,53.34072983,-0.109798601,0.161403009,-0.680276044,0.49632969
RAPSN,1.50099722,-0.433975304,0.638053823,-0.680154695,0.496406515
ICOS,0.592501261,1.232956554,1.812856228,0.680118222,0.496429608
AC007998.3,3.44918396,0.301195461,0.442860686,0.680113341,0.496432697
AP003108.3,37.69519839,0.175131816,0.257503966,0.680113081,0.496432862
ALX4,7.12461099,0.285770077,0.420212905,0.680060211,0.496466337
ERBIN,8.256440052,0.514205738,0.756151048,0.68003045,0.496485181
AC120498.1,0.680921235,1.098496209,1.615419222,0.680006895,0.496500095
PRSS1,1.06150275,0.680544802,1.00083438,0.679977442,0.496518745
PNISR,13.03208884,0.222348297,0.327023949,0.679914417,0.496558653
CYP2C8,1.285509351,-1.036455598,1.524397836,-0.679911486,0.496560508
CHRNB2,17.94579206,0.251194451,0.369465864,0.679885412,0.496577019
AC108752.1,5.695022846,0.23489483,0.345508536,0.679852463,0.496597884
CC2D1A,11.9382647,0.210841723,0.310131185,0.679846897,0.496601409
RN7SL403P,8.002554523,0.207945919,0.30587391,0.67984196,0.496604535
TRIM64B,1.956395143,0.757503271,1.114269521,0.679820507,0.49661812
MICA,32.06709951,-0.217226563,0.319536055,-0.679818631,0.496619308
PPIAP87,0.80537052,0.915742513,1.347100926,0.679787605,0.496638956
SMG1P2,0.320803383,-1.396835808,2.054826938,-0.679782702,0.496642061
AC006037.2,0.468882245,-1.037430258,1.526207048,-0.679744115,0.496666498
UBE2C,15.60784704,0.251758368,0.370420883,0.679654898,0.496723
SLC6A9,1.559147335,-0.492749554,0.725011035,-0.679644213,0.496729767
AC092123.1,13.65453521,0.221210626,0.325524414,0.679551567,0.496788445
SIGLEC1,1.148328356,-0.77642215,1.142589836,-0.679528318,0.496803171
AC011498.6,2.769881248,0.435025292,0.640212142,0.679501782,0.496819979
CDC14B,60.54233828,0.127317035,0.187370353,0.679494025,0.496824892
AC104167.1,3.263671185,-0.351516176,0.517321092,-0.679493223,0.4968254
PRR19,12.15946994,-0.170327166,0.250691916,-0.679428234,0.496866566
APOA5,0.249146006,-1.684813615,2.479880503,-0.679393065,0.496888843
AC084782.1,79.50697756,-0.10833173,0.159457701,-0.67937597,0.496899671
MIR6822,0.2437358,-1.202248996,1.76963727,-0.679375947,0.496899686
AC010967.2,0.357729909,-1.031989382,1.519046748,-0.67936644,0.496905708
AL365338.1,6.844487572,0.268512373,0.395244728,0.679357252,0.496911529
R3HCC1L,1.410745548,0.816769299,1.202415154,0.679273956,0.496964295
SRP72P2,36.85823704,0.124984515,0.184031041,0.679149094,0.497043398
TRMT10C,1.958169855,0.438462874,0.645611704,0.679143318,0.497047058
AP000894.2,4.10467382,-0.246348903,0.362742048,-0.679129715,0.497055676
EEF1DP4,0.276762315,1.394122109,2.052880444,0.679105358,0.497071108
FECH,179.6987794,0.095059402,0.139978456,0.679100237,0.497074352
TNFRSF14,2.152952264,-0.46741488,0.688295697,-0.679090225,0.497080696
TERB2,1.551442949,0.721117681,1.061999879,0.679018609,0.497126071
AC079587.1,4.054817764,0.394844524,0.58150873,0.679000166,0.497137757
AL356292.1,1.310394738,0.611038993,0.899970467,0.678954493,0.497166696
SLC5A5,17.72735046,-0.135388342,0.199424915,-0.678893818,0.497205143
AC095032.1,18.88124655,0.152771662,0.225048734,0.678838133,0.497240429
RNA5SP245,0.629748633,0.673266349,0.991829118,0.678812848,0.497256452
MRPS15,11.78610441,0.236861052,0.348980089,0.678723685,0.497312956
RNF19BPY,0.333358937,1.178765555,1.736906144,0.678658176,0.497354473
AC004865.1,16.75400118,-0.151349226,0.223013197,-0.678655917,0.497355904
CNST,4.978237745,0.334302695,0.492601992,0.678646656,0.497361773
LINC02369,0.456725317,1.613886321,2.378201844,0.678616209,0.49738107
AL008733.1,0.649650712,-0.795400842,1.17230308,-0.678494201,0.497458399
AC016999.1,3.131014313,-0.311336238,0.45890985,-0.678425703,0.497501817
RSF1-IT1,4.190005944,-0.27722469,0.40865076,-0.678390249,0.49752429
RNA5SP233,4.410266163,-0.334008223,0.49235645,-0.678387016,0.49752634
AC127526.5,1.015321481,-0.789486899,1.163881418,-0.678322454,0.497567265
FAM76B,1.047670462,-0.597425991,0.880807739,-0.678270597,0.497600138
PLAAT5,0.34545068,1.634797227,2.410269194,0.678263337,0.49760474
AC010442.3,0.314224058,-2.049989086,3.022558173,-0.67822982,0.497625988
AC019257.7,46.1150086,-0.140997038,0.207962727,-0.677991869,0.497776848
ZNF620,30.13484429,0.212633773,0.313643826,0.677946625,0.497805536
AC009044.1,10.7701307,-0.173738344,0.256276593,-0.677932939,0.497814214
CREB3L2,17.64287335,-0.203740273,0.300532201,-0.677931589,0.49781507
RABL2A,15.30529824,0.218962233,0.322998579,0.677904633,0.497832163
TOPAZ1,2.14131709,0.624729535,0.921573287,0.677894578,0.497838538
RNU2-72P,2.080057822,-0.603038649,0.889681414,-0.677814148,0.49788954
SEL1L,7.435965591,0.666592562,0.983450701,0.67780984,0.497892271
FAT1,5.623646821,0.27694777,0.408594986,0.67780511,0.497895271
ELL2P1,0.40454777,-1.158772401,1.709646417,-0.677784827,0.497908133
AC019270.1,43.49061879,-0.17419392,0.257018175,-0.677749423,0.497930584
RN7SL814P,3.545222388,0.270728698,0.399484787,0.677694637,0.497965328
HNRNPA1P15,7.155580601,0.211742812,0.312452171,0.677680717,0.497974155
SEPTIN7P8,0.265821744,1.408821496,2.078953164,0.677659084,0.497987875
CCDC196,63.79679093,-0.108898312,0.160714623,-0.677588074,0.49803291
CDH18,6.987662596,0.376001724,0.554912456,0.677587463,0.498033297
VPS52,6.216637419,0.245821601,0.362832532,0.677507059,0.498084293
AC084838.1,0.460715581,0.783795803,1.15694472,0.677470401,0.498107544
MRPL10,3.597361689,0.394763474,0.582779307,0.677380732,0.49816442
TM2D2,7.873097767,-0.243190507,0.359016923,-0.677378952,0.498165549
SEC23A,26.1189701,0.123878639,0.182889344,0.67734203,0.49818897
AL008720.2,0.523335452,-1.38169818,2.040208323,-0.677233871,0.498257581
IDH3B,3.428468281,-0.343514574,0.507235627,-0.677228799,0.498260798
CHST11,5.846754417,0.34880161,0.515099074,0.677154411,0.49830799
AC103810.2,75.41437077,0.151410003,0.22359936,0.677148641,0.49831165
AC025186.1,2.718108027,0.310665048,0.458786921,0.677144516,0.498314267
AL049780.1,22.31561114,0.143175783,0.211461157,0.677078406,0.498356209
AC073488.7,0.282979493,1.381495844,2.040384968,0.677076074,0.498357689
AC087175.1,12.20203122,0.184348959,0.27228252,0.67705029,0.498374047
AC008687.2,3.556096446,0.285031029,0.421009128,0.677018646,0.498394124
WDR81,4.849968078,-0.453221958,0.669455821,-0.677000549,0.498405606
WASH4P,0.670740965,1.363903147,2.014773026,0.676951264,0.498436876
INTS9,14.28084134,-0.227626881,0.336254932,-0.676947338,0.498439368
AC108210.1,1.344741661,0.517796793,0.764901587,0.676945638,0.498440447
GOLGA2P3Y,1.589292805,-0.476913108,0.704507767,-0.676945138,0.498440764
AP001437.2,12.12909474,-0.231831511,0.342476311,-0.676927145,0.49845218
H1-7,0.630463168,-0.847887966,1.252565664,-0.676920971,0.498456098
AC023866.2,0.671740537,1.011004676,1.493623367,0.676880597,0.498481716
AL450263.2,2.118921625,-0.337530315,0.498657755,-0.676877701,0.498483554
FOLR2,0.527118218,-0.833735769,1.231745444,-0.676873435,0.49848626
AL353689.3,12.32249973,-0.213897828,0.316168844,-0.676530379,0.498703965
PIH1D2,35.54225848,0.1172176,0.17326704,0.676514122,0.498714283
KCNH1,20.76081953,-0.138240871,0.204343835,-0.676511089,0.498716208
RN7SL523P,1.074821886,0.645097643,0.953575705,0.676503858,0.498720797
LCAT,13.41789394,0.280486118,0.414612714,0.676501487,0.498722302
AC022431.1,2.549717679,0.339519876,0.501877239,0.676499848,0.498723342
ALPK1,78.38738882,-0.117327617,0.173473727,-0.676342286,0.498823351
AL162426.1,2.124305084,0.494309928,0.730931049,0.67627436,0.498866468
RPL36P2,0.63444181,1.078738493,1.595145971,0.676263184,0.498873563
LHX4,94.27231579,-0.133807138,0.197876445,-0.676215593,0.498903774
RPPH1-3P,0.533427614,-0.777342474,1.149553111,-0.676212753,0.498905576
AL034369.1,1.980222888,0.524439259,0.775579699,0.676190028,0.498920003
TFG,8.098273958,0.298351288,0.441243,0.676160953,0.49893846
COL6A5,1.999859775,-0.931029695,1.376957245,-0.676150039,0.498945389
RN7SL308P,3.218125408,0.422134278,0.624346616,0.676121671,0.498963398
FRG1-DT,90.0808055,0.079885437,0.118164782,0.676051151,0.49900817
RNA5SP151,0.819707341,0.89602182,1.325394847,0.676041424,0.499014345
AC026469.1,1.49889853,0.54794322,0.810605684,0.675967651,0.499061184
RND2,109.7318254,-0.143297382,0.211992309,-0.675955572,0.499068853
LINC02803,5.477102978,0.347748686,0.514466466,0.675940434,0.499078464
AC087500.2,2.680399968,0.358252274,0.530044041,0.675891523,0.49910952
AC092134.3,0.298549037,-1.02805129,1.52112781,-0.675848067,0.499137113
MDC1-AS1,21.00077021,0.191514826,0.283454571,0.675645573,0.4992657
PCGF3,285.1859086,0.127344893,0.18847926,0.675644066,0.499266656
LINC00266-4P,0.883299485,-0.778436304,1.152169378,-0.675626621,0.499277735
ADAMTSL1,7.333773168,-0.317721304,0.470275051,-0.675607398,0.499289943
MTND4P23,12.00816097,-0.200605386,0.296938569,-0.675578744,0.499308141
AC106800.1,1.450803682,-0.435502563,0.644646124,-0.675568419,0.499314698
TEX55,4.039604148,-0.347592123,0.514532574,-0.675549305,0.499326837
GFI1,0.717878633,1.341665467,1.986048051,0.67554532,0.499329368
NDUFC2,5.708509664,-0.341461892,0.505472,-0.675530775,0.499338606
H3P42,4.300520073,-0.33006324,0.488645008,-0.675466308,0.49937955
AC011124.1,3.469811484,-0.374811592,0.554899007,-0.675459115,0.499384119
AP005131.4,71.06455121,-0.180758576,0.267665898,-0.675314179,0.499476178
ATP5PD,39.29118946,0.111880354,0.16567262,0.675309862,0.49947892
AC010273.3,0.561445923,1.225404331,1.814809213,0.675224879,0.499532902
MTA2,2.078233855,0.538045137,0.796889106,0.675181945,0.499560176
NPY1R,1.023095991,-0.940268522,1.392621756,-0.675178682,0.499562249
LAG3,1.424233071,-0.574861174,0.851423267,-0.675176726,0.499563491
RPL13AP19,0.471001217,-0.853775549,1.264541899,-0.675165884,0.499570379
ZNF99,9.007438485,0.198520277,0.294041384,0.675144004,0.499584279
NCSTNP1,1.938991905,-0.39787186,0.589349255,-0.675103695,0.499609886
IMMP1LP3,0.369168432,0.834730256,1.236452308,0.675101053,0.499611565
NR2C2,626.7756427,0.111420061,0.165060343,0.675026228,0.499659101
AC138761.1,73.14603148,0.108615115,0.160913298,0.674991545,0.499681137
KAT2B,5.387396648,0.52584351,0.779039628,0.674989424,0.499682484
ARMC4,10.96287298,0.235697886,0.349192644,0.674979528,0.499688771
AC021491.1,3.735823276,-0.290951912,0.431058402,-0.67497098,0.499694203
IFT43,6.659381691,0.222899571,0.330238559,0.674965308,0.499697806
AC002076.1,2.933700191,0.337197892,0.499594542,0.674943106,0.499711912
USP21P2,0.475080409,-0.834629295,1.236645246,-0.674914085,0.499730351
ELL2,5.914135619,-0.417665926,0.618867741,-0.674887215,0.499747424
CLUHP3,41.69345932,0.159640259,0.23658776,0.674761276,0.499827446
AC008555.5,0.98345964,0.675269292,1.000916397,0.674651044,0.499897495
FUS,7.716089382,-0.213510689,0.316494601,-0.674610842,0.499923043
AC026471.2,0.571444479,1.211962563,1.796758869,0.674527108,0.499976258
ZEB2P1,3.559417532,0.308297295,0.457117441,0.674437829,0.500032999
CLTC,123.0016426,-0.164461971,0.243857973,-0.674417033,0.500046216
AC010636.2,0.444322307,0.931750897,1.381589191,0.674405173,0.500053755
AC079349.1,0.306461173,-1.021333901,1.514435939,-0.67439888,0.500057755
RNA5SP67,0.58109218,-0.730538062,1.083261274,-0.674387684,0.500064871
PRO1804,0.573298649,0.811586576,1.203497385,0.674356742,0.500084537
FGF14-IT1,0.336695613,1.184356281,1.756331783,0.674335164,0.500098253
LINC01259,0.754121568,0.789003721,1.170153184,0.674273875,0.50013721
LINC02532,8.499172818,0.217295462,0.322284045,0.674235864,0.500161372
KPNA1,213.3686737,0.0883664,0.131063423,0.674226249,0.500167484
GCSAM,3.687861462,0.478297755,0.709449135,0.674181884,0.500195686
CTSF,20.99323327,0.445125466,0.660276415,0.674150183,0.500215838
AC097517.1,0.238004436,-1.196852708,1.775639145,-0.674040506,0.500285562
DSG1-AS1,0.320846071,-1.356776375,2.013045403,-0.673991939,0.500316438
NMD3P1,4.501019422,0.344419573,0.511014953,0.673991184,0.500316918
LINC00368,7.298378993,-0.224187318,0.332629941,-0.673984179,0.500321372
RNU5A-8P,3.400339547,0.354935926,0.526635961,0.673968266,0.500331489
MATN1,8.905457971,-0.207611032,0.308053907,-0.673943838,0.50034702
ZNF705CP,0.509761738,1.360683039,2.019176861,0.673880067,0.500387566
AC124893.1,3.540034292,0.330646354,0.490673947,0.673861646,0.500399278
AC136285.1,0.8847138,0.579631265,0.860167485,0.673858609,0.500401209
KCNK10,13.99223531,0.177041486,0.262816594,0.673631309,0.500545743
DECR2,9.609709372,0.246031862,0.365232539,0.673630731,0.500546111
RUNX3,55.87797224,-0.184578054,0.274011541,-0.67361416,0.500556648
TOMM5,6.754637324,-0.262633448,0.389915277,-0.673565421,0.500587643
MTMR10,381.7283398,0.107129348,0.159061883,0.673507352,0.500624573
PPA2,29.78360305,0.165130657,0.245194386,0.673468344,0.500649381
RPL10P1,0.570452844,1.220497733,1.81247487,0.673387396,0.500700865
ADAM2,1.255426468,1.064738846,1.581603788,0.673202008,0.500818784
REPS2,56.03432886,-0.146060553,0.2169708,-0.673180689,0.500832345
SNX18P3,46.8486893,0.10742083,0.159573132,0.673176172,0.500835218
PLCG1,59.75376815,0.163255469,0.242543389,0.673097994,0.50088495
RNU7-75P,3.107319716,-0.328514094,0.488116579,-0.673023839,0.500932125
AC022400.1,33.9818158,0.219337659,0.325918392,0.672983376,0.500957867
LINC02389,2.948885541,0.436727684,0.649072652,0.67284869,0.501043558
UTP23,39.03557239,-0.139805174,0.207785419,-0.672834379,0.501052663
ABBA01006766.1,1.910905026,-0.83935723,1.247629867,-0.672761412,0.501099091
GRINA,0.682423866,-0.620936935,0.922975412,-0.672755663,0.501102749
CASC17,10.41069935,-0.18942047,0.281562491,-0.672747528,0.501107925
TMEM37,0.431207251,-0.909808198,1.352435876,-0.672718177,0.501126601
RSL1D1,34.85224319,-0.200825614,0.298565531,-0.672634962,0.501179554
MYH2,734.0639486,-0.30730042,0.456886949,-0.672596189,0.501204227
NEK9,55.57684348,0.156326302,0.232440319,0.672543828,0.501237548
AP001636.3,2.420559053,-0.734669158,1.092453341,-0.672494769,0.501268769
ZNF253,9.172797519,0.292330471,0.434695852,0.672494273,0.501269085
AL627230.2,0.305433519,-1.016600677,1.511706586,-0.672485446,0.501274703
MIR548AJ1,0.418527368,-0.921494826,1.370418167,-0.672418717,0.50131717
CYP2F2P,4.502784098,-0.376598754,0.560075711,-0.672406866,0.501324713
GPS2,61.89426529,0.148887747,0.221468685,0.672274486,0.50140897
MBNL3,129.2898925,0.1524418,0.226759524,0.672261953,0.501416947
AC089987.2,0.80823745,-0.674094188,1.002746743,-0.672247696,0.501426021
AL390728.1,0.839780508,0.721721372,1.073610851,0.672237405,0.501432572
AC016907.1,0.497574883,1.404965788,2.090044543,0.672218108,0.501444855
AP000593.4,41.97144701,0.091971356,0.136825515,0.672179864,0.501469199
AC018645.3,4.938298559,-0.251907866,0.37476809,-0.672169996,0.50147548
AL137244.1,1.737074264,0.381300577,0.567306177,0.672124846,0.50150422
AP005262.1,71.84634627,0.101219751,0.150609071,0.672069421,0.501539503
CHAT,4.557203872,0.299868077,0.44630166,0.671895501,0.501650225
LAT2,40.03002125,-0.113437437,0.168836866,-0.671875991,0.501662646
SNORA51,1.882171609,0.41689972,0.620517821,0.671857771,0.501674246
STAG3L5P-PVRIG2P-PILRB,2.651433162,-0.498362621,0.741789972,-0.671837905,0.501686895
GPAT4,4.038995673,0.373518293,0.55600532,0.671789062,0.501717993
LINC00608,15.6097622,-0.235655485,0.350811605,-0.671743697,0.501746878
ZSWIM2,0.338582989,1.629892127,2.426506255,0.671703246,0.501772635
RPL21,31.00274738,0.133133178,0.198219446,0.671645396,0.501809471
AC093323.2,11.48383841,-0.248003553,0.369257243,-0.671628132,0.501820464
AC055733.2,10.36069712,0.191086087,0.284543143,0.671554003,0.501867669
RAB10,7.092585783,-0.382798308,0.570075585,-0.671486937,0.501910379
NCAPH2,117.1216948,-0.162782614,0.24243495,-0.671448624,0.501934778
AL158209.1,24.15461908,0.188865358,0.281289403,0.671427205,0.501948419
SAMD9,1.035720124,0.844702463,1.258147062,0.671386111,0.501974591
TCN1,3.406403643,-0.435321585,0.648396654,-0.671381603,0.501977462
UFC1,15.09864805,0.219490383,0.32694333,0.671340759,0.502003475
AC105940.1,0.633010946,0.87471826,1.302973783,0.671324528,0.502013812
KLF16,0.344319313,-1.134755624,1.69035736,-0.67131108,0.502022378
PIGCP2,0.976639802,-0.624828054,0.930765034,-0.671305895,0.50202568
EMC1-AS1,2.935700676,-0.346704943,0.516463627,-0.671305635,0.502025846
AC016542.3,1.365589359,0.548830999,0.817623244,0.671251708,0.502060193
KCNH7-AS1,0.490091378,-1.190043176,1.772885749,-0.671246399,0.502063574
PP2D1,47.60695036,0.153963109,0.229371784,0.671238223,0.502068782
RPL21P134,0.452005154,1.162019592,1.73128565,0.671188831,0.502100243
AL359922.3,104.9376801,-0.112671577,0.167883382,-0.671130016,0.502137707
IFNA6,0.316107265,-1.018968719,1.51830558,-0.671122291,0.502142627
SP140,3.444887713,-0.329584392,0.491107906,-0.67110382,0.502154393
CD28,13.81199653,-0.307114471,0.457626941,-0.671102251,0.502155393
LINC00491,95.10866161,0.103256391,0.15388371,0.671002742,0.502218783
AC122713.2,28.78624917,0.115165286,0.171648097,0.670938318,0.502259824
AC244102.3,15.21313306,-0.164954738,0.245862221,-0.670923483,0.502269276
CCDC69,22.75897352,0.157048761,0.234082984,0.670910628,0.502277466
CARS1-AS1,9.571296972,-0.182297366,0.271729252,-0.670878695,0.50229781
TNK2-AS1,27.22737526,-0.254308128,0.379100893,-0.670819121,0.502335765
FTH1P20,0.384370163,1.051659361,1.567764494,0.670801874,0.502346754
AC006994.1,7.417562694,-0.340963306,0.508317805,-0.670767978,0.50236835
