Gene Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue
SERPINE4P,0.162315876,0.348335103,3.045772184,0.114366762,0.908947061
NAMPTP2,0.156733683,0.348317874,3.045772184,0.114361105,0.908951545
SUCLA2P1,0.158299415,0.348269126,3.045772184,0.1143451,0.908964232
AL357500.1,0.151445565,-0.348268113,3.045772184,-0.114344768,0.908964496
LINC01243,0.165743577,-0.348240676,3.045772184,-0.11433576,0.908971636
AC008972.1,0.284523009,-0.230948535,2.019930734,-0.114334879,0.908972335
TMA16P1,0.217134402,0.348209338,3.045772184,0.114325471,0.908979792
VHL,36.63233578,-0.021983593,0.192290677,-0.114324798,0.908980325
H3Y2,0.197953944,0.348201305,3.045772184,0.114322833,0.908981883
PSMC3IP,168.8760413,0.02831137,0.247644068,0.114322828,0.908981887
MBD3L1,0.189070619,0.348192436,3.045772184,0.114319921,0.908984191
AC092590.1,0.210702832,0.348189739,3.045772184,0.114319036,0.908984893
SLC38A6,78.11061222,0.01801325,0.157573067,0.114316807,0.90898666
KC877392.1,0.142840237,-0.348110056,3.045772184,-0.114292874,0.909005631
RPS3P6,0.194849768,0.348101028,3.045772184,0.11428991,0.909007981
LINC01357,0.131053264,-0.348079828,3.045772184,-0.114282949,0.909013498
AMHR2,0.362325991,0.233999377,2.047866223,0.114264972,0.909027749
AC092718.9,0.157134672,0.348017369,3.045772184,0.114262442,0.909029754
MARK3P3,0.576638405,-0.124648012,1.090907958,-0.114260796,0.909031059
CSN3,0.156655925,0.347967749,3.045772184,0.114246151,0.909042668
AC244093.1,0.179594295,0.347963449,3.045772184,0.114244739,0.909043787
AL139254.2,0.280441851,-0.231450084,2.026074528,-0.114235721,0.909050936
MTCO1P54,0.188312859,0.34793505,3.045772184,0.114235415,0.909051178
CCL8,0.197834857,0.347898055,3.045772184,0.114223269,0.909060807
AL445984.1,0.211177535,0.347897836,3.045772184,0.114223197,0.909060864
TXNIP,14.39886357,-0.049392622,0.432446891,-0.114216619,0.909066078
AC105129.3,8.853067288,-0.031104102,0.272356673,-0.114203563,0.909076428
AL008987.1,0.127052527,0.347790443,3.045772184,0.114187937,0.909088814
AC012507.1,0.1175636,-0.347775132,3.045772184,-0.11418291,0.909092799
CCND3,6.302877228,0.0474754,0.415818044,0.114173495,0.909100262
AC091182.2,0.117724908,-0.347643658,3.045772184,-0.114139744,0.909127017
RIT2,15.39021151,0.031289572,0.274159017,0.114129281,0.909135311
KRBOX4,17.96212405,-0.026498113,0.232182964,-0.114126002,0.90913791
TVP23CP2,0.163751651,0.347570022,3.045772184,0.114115568,0.909146181
SPRR2B,0.188631614,0.347562873,3.045772184,0.114113221,0.909148042
AC126178.1,0.195113969,0.347561687,3.045772184,0.114112831,0.909148351
ANKRD6,176.3462388,-0.011883194,0.10413878,-0.114109212,0.90915122
LINC02726,0.156588132,0.347523341,3.045772184,0.114100241,0.909158331
AC098826.2,0.156284408,0.347446093,3.045772184,0.114074879,0.909178436
MTND1P18,0.141788185,-0.34742945,3.045772184,-0.114069415,0.909182767
CRHR2,13.54210652,0.033929899,0.297456575,0.114066729,0.909184896
OR5M11,0.163991107,0.347420194,3.045772184,0.114066376,0.909185177
AC010485.1,15.93019858,0.024220557,0.212342445,0.114063664,0.909187326
AC002064.1,0.158350683,0.347352503,3.045772184,0.114044151,0.909202794
FAM27E3,2.343186763,-0.222185049,1.948555945,-0.114025491,0.909217586
AL355836.5,0.211119107,0.347257303,3.045772184,0.114012895,0.909227572
CAPG,0.298502506,-0.228128258,2.00101716,-0.114006148,0.90923292
YIPF1,0.924345196,0.114525148,1.004576599,0.1140034,0.909235098
OR13C3,0.304875818,-0.227733264,1.997619344,-0.114002332,0.909235945
RAP1BP3,0.188618571,0.347210953,3.045772184,0.113997677,0.909239635
AC027644.3,5.358924107,0.041031811,0.359947172,0.11399398,0.909242566
BACH1-IT1,0.195354,0.34719255,3.045772184,0.113991635,0.909244425
KRTAP3-2,0.282120618,-0.230669018,2.023593655,-0.113989791,0.909245886
AC005288.1,60.11996266,0.015953969,0.139963351,0.113986758,0.90924829
AC138393.2,0.143663022,0.347150245,3.045772184,0.113977745,0.909255436
RPL9P14,0.179345152,0.347114006,3.045772184,0.113965847,0.909264867
GCNT1P3,0.17950112,0.347094092,3.045772184,0.113959308,0.90927005
SMARCE1P3,1.236027788,0.119166332,1.045842257,0.113942931,0.909283033
RNA5S9,0.345932257,0.198603314,1.743041495,0.113940669,0.909284826
DPP10-AS2,0.157614739,0.3470025,3.045772184,0.113929237,0.909293889
AC092139.1,34.28570136,0.019919624,0.174920083,0.113878428,0.909334166
CITED1,0.139157733,-0.312402055,2.743531914,-0.11386857,0.909341981
AC019155.2,88.07163112,0.015806244,0.138815533,0.113865093,0.909344737
AC133555.2,0.127293001,-0.346774435,3.045772184,-0.113854358,0.909353248
AP000920.1,0.171132969,0.346694739,3.045772184,0.113828191,0.90937399
AL139021.1,0.120160007,-0.346648043,3.045772184,-0.11381286,0.909386144
AL008633.1,15.05268284,-0.034806721,0.305891928,-0.113787643,0.909406135
RN7SKP293,0.206196584,0.34656431,3.045772184,0.113785368,0.909407938
AC106052.1,1.155244948,-0.095472567,0.839152463,-0.113772611,0.909418051
OR56A5,0.143902099,-0.309629014,2.721502521,-0.113771349,0.909419051
AJM1,9.209229768,0.056618041,0.497712352,0.113756551,0.909430782
ZBTB2P1,0.312886674,-0.22625834,1.988992715,-0.113755238,0.909431823
AC099782.1,0.1781911,0.346455706,3.045772184,0.113749711,0.909436205
AL031667.2,0.166756837,-0.34642808,3.045772184,-0.113740641,0.909443395
IGHV2-5,0.210074395,0.346175025,3.045772184,0.113657557,0.909509259
CD1A,0.529208261,-0.180906677,1.591724663,-0.113654504,0.909511679
TEX28,0.105584431,0.346101803,3.045328372,0.113650077,0.909515189
AC010245.2,3.794340461,-0.049084101,0.431961321,-0.113630778,0.909530488
AF123462.1,0.178111307,0.346060166,3.045772184,0.113619846,0.909539155
LTA,0.135511743,-0.3459607,3.045772184,-0.113587189,0.909565043
IFNE,0.301788536,-0.227144658,2.000110368,-0.113566062,0.909581792
RPS13P3,0.179062293,0.345887205,3.045772184,0.113563059,0.909584173
AC027644.2,14.95844193,-0.027705942,0.243995146,-0.113551202,0.909593572
MEI1,16.25816512,0.039772873,0.350285371,0.113544203,0.909599121
PRDX2P3,0.155771599,0.345817086,3.045772184,0.113540037,0.909602423
AC092954.1,0.179041915,0.345803276,3.045772184,0.113535503,0.909606018
UGT2A1,6.050527481,0.051459411,0.453321209,0.113516443,0.909621128
AP003122.6,0.165126617,0.34569419,3.045772184,0.113499687,0.909634411
CYP4F9P,0.320840601,0.267826593,2.361095317,0.113433198,0.909687121
ANKS1B,41.44844475,0.024030421,0.211889336,0.113410242,0.90970532
AC023442.1,0.196263534,0.345395572,3.045772184,0.113401644,0.909712137
AC073530.2,6.94856914,-0.046632138,0.411216397,-0.113400483,0.909713057
CTDNEP1,5.447632133,0.064126787,0.565553391,0.11338768,0.909723207
AC027644.4,1.517942819,0.103000154,0.908469668,0.113377648,0.90973116
OR7E105P,0.284180909,-0.229072466,2.02069109,-0.113363427,0.909742434
TRIM64C,0.284245437,-0.22902102,2.020324589,-0.113358527,0.909746318
AC013470.2,16.82766362,0.028684902,0.253053378,0.113355143,0.909749001
AC090617.1,0.986246046,-0.099090151,0.874457286,-0.113316171,0.909779897
AC015720.2,0.171639863,-0.345026518,3.045772184,-0.113280474,0.909808197
AP001858.1,0.30083148,-0.226798837,2.002380542,-0.113264603,0.909820779
PCCA,26.79729708,0.026005244,0.22960542,0.113260585,0.909823965
CT45A2,0.214196067,0.344953554,3.045772184,0.113256519,0.909827188
FCRLB,1.016205358,0.123716267,1.092646023,0.113226301,0.909851145
AL132990.1,34.29857801,0.023281492,0.205636953,0.113216482,0.909858929
NADK2,35.21612017,0.02403729,0.212339138,0.113202354,0.909870129
TGFBR2,12.62193327,0.036266553,0.320418993,0.113184778,0.909884063
TRDV3,0.164304863,-0.344597539,3.045772184,-0.11313963,0.909919856
AC109780.2,0.313429118,-0.224513586,1.984694782,-0.113122475,0.909933457
AC007849.1,0.164238488,0.344535371,3.045772184,0.113119219,0.909936038
AL691432.2,4.296807361,0.049944649,0.441581991,0.113103908,0.909948177
SNORD66,0.170197333,-0.344423824,3.045772184,-0.113082595,0.909965073
CCDC102A,0.067855553,0.344370126,3.045772184,0.113064965,0.909979051
NME5,0.18204096,0.344369013,3.045772184,0.1130646,0.90997934
TCAP,215.858206,-0.038349341,0.339283416,-0.113030402,0.910006453
RNU2-59P,4.399573608,0.040781297,0.361004068,0.112966309,0.910057266
LINC02054,16.00664714,0.027737033,0.245598327,0.11293657,0.910080843
GNL3,27.61129987,0.029266029,0.259189595,0.112913596,0.910099057
ZNF807P,1.696167422,-0.111475031,0.987337123,-0.112904729,0.910106087
AC090519.2,11.24467646,0.035995835,0.318828792,0.112900203,0.910109675
AC017028.1,43.59746404,-0.045015785,0.398747447,-0.112892974,0.910115406
AC005077.1,0.156212373,0.343827436,3.045772184,0.112886787,0.910120312
AC015804.1,0.196533757,0.343799866,3.045772184,0.112877735,0.910127488
AC087612.1,4.996537263,0.048376826,0.42865837,0.112856367,0.910144429
OR7E7P,0.326341887,0.26777154,2.372879203,0.11284668,0.910152109
LY6E,8.618071511,-0.036123593,0.320183931,-0.11282138,0.910172168
AL121981.1,0.321838189,0.266200637,2.359545846,0.112818591,0.910174379
AL591163.1,4.27338178,-0.052292593,0.463530871,-0.112813614,0.910178325
MIR583,0.150365452,-0.343569016,3.045772184,-0.112801942,0.910187579
AL158065.1,0.27715919,-0.228963366,2.030683889,-0.112751851,0.910227293
RIPK4,0.206575585,0.343370744,3.045772184,0.112736844,0.91023919
AC005244.2,0.286714608,-0.227322209,2.01680854,-0.112713827,0.910257439
RNVU1-25,0.128412297,-0.34329324,3.045772184,-0.112711398,0.910259365
SEPTIN7P6,23.08275153,0.022940478,0.203559703,0.11269656,0.910271129
AC092601.1,0.155628535,0.343191974,3.045772184,0.11267815,0.910285725
RNU6-983P,0.135465948,0.343176843,3.045772184,0.112673182,0.910289664
RPSAP67,0.262027971,-0.231349028,2.053341481,-0.112669534,0.910292556
AC012063.1,145.5045258,0.011763391,0.10442008,0.112654492,0.910304481
LINC01310,0.163780626,-0.343075521,3.045772184,-0.112639916,0.910316038
HTR3D,0.367057877,-0.149459292,1.326943096,-0.112634289,0.910320499
OR1AA1P,0.328965271,0.266723197,2.368930891,0.112592224,0.91035385
AC012468.1,0.261919141,-0.231170299,2.053510189,-0.112573242,0.9103689
DGKK,1.687302967,-0.125014965,1.110555151,-0.112569795,0.910371633
INPP4B,15.07289,-0.04508491,0.400574262,-0.112550691,0.910386779
AC090197.1,29.15090774,-0.027522896,0.244606221,-0.112519199,0.910411748
SNORD67,0.397988775,0.192262317,1.708750262,0.112516335,0.910414018
CDCA4P4,8.055185763,0.052886513,0.470077809,0.112505869,0.910422316
TLX1,0.156832777,0.342645419,3.045772184,0.112498703,0.910427998
AL033519.1,0.293124297,-0.280115536,2.491362401,-0.112434681,0.910478758
RPL36AP40,0.179046673,0.342449471,3.045772184,0.112434368,0.910479006
AC091135.1,0.163094602,0.342337394,3.045772184,0.112397571,0.910508182
AL135927.1,0.146601801,-0.342312284,3.045772184,-0.112389326,0.910514718
FGA,0.094242378,-0.342284324,3.045772184,-0.112380146,0.910521996
CEBPZ,35.94381359,0.02740116,0.243862366,0.112363217,0.910535419
AC007496.1,40.24974921,0.015801778,0.140665151,0.112336126,0.910556898
IL36B,0.204698303,0.34214413,3.045772184,0.112334117,0.910558491
AC006159.2,1.24200547,0.088451573,0.787427055,0.112329863,0.910561864
LINC00226,0.090297243,-0.342052706,3.045772184,-0.112304101,0.910582291
AC008121.3,0.930977375,0.096109731,0.855813825,0.112302148,0.910583838
AC107302.2,1.168608238,-0.083532985,0.743869479,-0.112295218,0.910589333
AC007655.2,6.142359722,0.046208207,0.41161001,0.112262107,0.910615586
SALRNA3,17.99365613,0.026436415,0.235504685,0.112254307,0.910621771
RPL21P36,0.298798186,-0.224534776,2.000282484,-0.112251533,0.91062397
AC244394.2,0.080701524,-0.341851854,3.045772184,-0.112238156,0.910634576
OR7E66P,0.279888325,-0.22743586,2.026959763,-0.112205414,0.910660536
CYP3A7,31.33783531,0.02984122,0.265965058,0.112199775,0.910665008
AC084125.3,5.36971547,-0.044140714,0.393537022,-0.11216407,0.910693317
RNU1-51P,0.217082148,0.341625663,3.045772184,0.112163892,0.910693458
RNY4P19,0.167008523,0.341504973,3.045772184,0.112124267,0.910724877
SNORD116-8,0.232470025,0.283601639,2.52974168,0.112106956,0.910738602
AP001363.1,12.50837096,0.031404499,0.280200679,0.112078597,0.910761088
ISYNA1,12.31587056,0.03252069,0.290176002,0.112072294,0.910766085
SLC30A2,38.148761,-0.019573734,0.174672234,-0.112059789,0.910776001
AL603758.1,0.142957089,0.341202734,3.045772184,0.112025035,0.910803557
AC009965.1,4.402895393,0.054282612,0.484638687,0.112006353,0.910818369
AL606970.4,0.298553573,0.268500309,2.397422961,0.111995385,0.910827065
AC025445.1,0.154212758,0.340808254,3.045772184,0.111895517,0.910906251
AL355493.1,0.799730044,-0.118300645,1.057287473,-0.111890709,0.910910064
AL353596.1,2.070902181,0.064287129,0.574582273,0.111884985,0.910914602
AC090983.2,0.113128952,-0.322701302,2.884440399,-0.111876571,0.910921273
MTND3P22,1.999001196,-0.086154499,0.770448305,-0.111823854,0.910963073
AC004678.1,0.277752912,-0.228728134,2.046073344,-0.111788824,0.910990849
ARHGEF10,21.10855538,-0.024947999,0.223176453,-0.11178598,0.910993104
OR5AP1P,0.274571104,-0.227395063,2.034274951,-0.111781872,0.910996361
AL591848.3,5.737562383,0.04880111,0.436645603,0.111763659,0.911010803
LINC02555,0.306896967,0.266222945,2.383425299,0.111697625,0.911063163
MIR297,0.377304254,0.190256588,1.703386655,0.111693131,0.911066726
AL357054.3,0.963934505,0.08797477,0.787918415,0.111654669,0.911097223
OR4K4P,0.266332048,-0.228507906,2.046737839,-0.111644931,0.911104945
ARHGAP19-SLIT1,0.292763942,0.270998845,2.427349564,0.11164393,0.911105739
AL133279.1,0.21071303,0.340005735,3.045772184,0.111632031,0.911115174
NUCB2,49.78400263,0.02399641,0.214962804,0.111630524,0.911116369
TEX36,0.104371328,-0.339999376,3.045772184,-0.111629943,0.911116829
AC245187.1,0.26904366,-0.229876346,2.059347617,-0.11162581,0.911120106
AC095057.1,0.240684834,0.234935614,2.105486966,0.111582554,0.911154405
KRT3,0.296197726,0.266253185,2.386268714,0.111577202,0.91115865
AP001885.2,4.149547464,-0.055354713,0.496111689,-0.11157712,0.911158715
AL391280.1,0.208243252,0.339816625,3.045772184,0.111569942,0.911164406
AC123512.1,5.179046949,0.05238605,0.469598439,0.111554992,0.91117626
SPR,1.84576213,0.079444029,0.712152477,0.111554803,0.911176411
RNF103-CHMP3,5.79245738,0.048961812,0.439022368,0.11152464,0.911200327
AL050331.1,7.63392646,0.0429861,0.385451679,0.111521372,0.911202919
GNG3,8.126994913,-0.046066709,0.41308001,-0.111520064,0.911203956
HSPA14,36.74018749,-0.0337541,0.302674513,-0.111519466,0.91120443
MS4A3,2.089690439,-0.065533604,0.587874056,-0.111475585,0.911239225
GAPDHP61,19.48566137,-0.036091417,0.32381688,-0.111456257,0.911254551
AL137781.1,4.279784316,-0.051167594,0.459446843,-0.111367821,0.911324677
KRT76,0.2606965,-0.22881128,2.055411481,-0.111321398,0.911361487
AC013286.1,5.404760895,-0.043757377,0.39307628,-0.111320319,0.911362343
LINC01140,19.30455719,0.028684563,0.257728009,0.111297809,0.911380193
LINC02775,0.868880052,-0.109632963,0.98600771,-0.111188748,0.911466674
CDC25C,1.535484964,-0.09935449,0.89362348,-0.111181601,0.911472341
AL359313.1,4.739341003,0.041878133,0.376703625,0.111169976,0.911481559
AC107398.4,0.270374762,0.272215872,2.448717639,0.111166705,0.911484153
KLK14,0.342790044,0.168650846,1.517122954,0.111164916,0.911485572
AC090948.3,5.179718117,0.048077199,0.43294665,0.111046474,0.911579493
GAPDHP75,0.296128318,0.26665655,2.401586889,0.11103348,0.911589798
MIR8054,0.682572019,-0.130359031,1.174163473,-0.111022897,0.91159819
DNAJB13,1.888231603,0.07003612,0.630853931,0.111017965,0.911602101
AL357874.2,6.830398546,-0.033618442,0.302837297,-0.111011563,0.911607177
AC103792.1,1.427201044,-0.091426459,0.824064588,-0.110945744,0.911659371
EBF1,45.14494959,0.027127666,0.244606541,0.110903272,0.911693051
AL137025.1,33.43265018,0.01857141,0.167476534,0.110889626,0.911703872
AC138028.1,6.645378868,-0.04445965,0.400937988,-0.110889093,0.911704295
AC010531.4,0.202449407,0.337659279,3.045772184,0.110861633,0.91172607
MTCO1P14,0.306431368,0.266464497,2.404247483,0.110830727,0.911750579
RNU6-618P,1.066341111,0.116913491,1.055014004,0.110817004,0.911761461
AC127070.4,3.814772471,0.058303049,0.526193243,0.110801591,0.911773684
AC060766.2,0.319772703,0.193816618,1.750544679,0.110717893,0.911840057
AC097535.1,0.306021166,-0.221561854,2.001628391,-0.110690803,0.911861539
GPR150,0.964281313,-0.102444626,0.925880488,-0.110645626,0.911897365
AP005136.2,0.408363759,-0.157726964,1.425736534,-0.110628409,0.911911019
BX322234.2,0.314371745,0.264529263,2.391430039,0.110615514,0.911921245
AC105935.1,3.878504941,-0.046286964,0.418785148,-0.110526757,0.911991631
GPR39,0.728488435,-0.161267759,1.459351547,-0.11050645,0.912007735
PPP1R2B,1.349102279,0.092369716,0.835951623,0.110496485,0.912015637
SREBF2-AS1,41.08235674,0.02733596,0.247411379,0.110487886,0.912022457
AL359924.1,0.652607005,0.198468284,1.797521107,0.110412213,0.912082467
PTPRJ-AS1,2.007517643,0.072920223,0.660706885,0.110366979,0.91211834
ANKRD49,1.1554716,0.098688551,0.894198154,0.110365416,0.91211958
AC015912.1,20.83611332,-0.037840588,0.34302166,-0.110315449,0.912159206
RMND5B,255.2835854,-0.027475589,0.24912013,-0.11029052,0.912178975
TMEM82,0.176695502,0.288916386,2.619704948,0.11028585,0.912182679
RNU6-1328P,0.173542352,0.335770378,3.045772184,0.110241462,0.912217881
GCSIR,31.14367219,0.018952709,0.171953885,0.110219718,0.912235125
SLC20A1P2,0.290304933,0.265634268,2.411767687,0.110140902,0.91229763
FAM102A,0.326649984,0.167737047,1.523313742,0.110113263,0.91231955
AC013265.1,0.366640402,0.188540094,1.712366473,0.110104991,0.91232611
AC106017.2,1.334813558,0.079096636,0.718428828,0.11009669,0.912332693
AC104117.1,3.814592989,0.051760596,0.47018938,0.110084571,0.912342305
AC005342.1,6.879503975,0.038526708,0.350030541,0.110066705,0.912356474
AL162425.1,0.301396194,0.265459006,2.412600283,0.110030247,0.912385387
AC008132.1,12.80071354,-0.023191076,0.21077082,-0.110029825,0.912385722
AC012506.4,1.405163028,0.075015254,0.681798801,0.110025501,0.912389151
RNU6ATAC9P,0.405833916,-0.151231573,1.374646169,-0.110014909,0.912397551
AC009930.1,0.17521272,0.335080067,3.045772184,0.110014816,0.912397625
AC010328.3,0.234037986,-0.231090236,2.101191036,-0.109980593,0.912424766
AC233976.2,1.382715448,-0.077918779,0.708537205,-0.109971331,0.912432112
GAGE1,7.586101588,0.038487294,0.350113406,0.109928079,0.912466414
AC073320.1,11.06200511,0.03228837,0.293799038,0.109899509,0.912489072
MTND5P35,0.381983933,0.186670164,1.698655484,0.109892892,0.91249432
AL160313.2,0.410224623,0.186797726,1.69998912,0.109881718,0.912503181
SCARF2,0.376158497,0.178711536,1.626555107,0.109871184,0.912511536
CCNYL3,0.28592692,0.265728667,2.419597171,0.109823515,0.912549341
HNRNPA1P17,0.300698083,0.265044245,2.41377264,0.109804975,0.912564045
AC011700.1,0.634232958,-0.129274155,1.177449449,-0.109791682,0.912574588
LINC01615,0.392822169,-0.161417392,1.470340992,-0.109782284,0.912582042
BFSP2,0.166324398,-0.24335659,2.216839686,-0.109776359,0.91258674
SF3B2,24.94108442,-0.029342856,0.267325735,-0.109764428,0.912596203
OTOR,0.457750828,0.210957827,1.922190867,0.109748636,0.912608727
FSCB,0.278792175,0.266965785,2.43269509,0.10974075,0.912614981
ZEB1,56.40428097,-0.032193045,0.293371866,-0.109734602,0.912619858
AC109631.1,29.7453005,0.028301414,0.258008408,0.10969183,0.91265378
AL132655.1,0.241339898,-0.229048848,2.08813443,-0.109690662,0.912654706
AC007673.1,0.400949303,0.187233367,1.707315023,0.10966539,0.91267475
TTN-AS1,744298.8589,0.017577519,0.160331204,0.109632549,0.912700796
RPL24P4,0.261688672,-0.225156274,2.053867744,-0.109625498,0.912706388
PACRG-AS2,2.696899216,0.06657008,0.60734318,0.109608673,0.912719732
RN7SL824P,1.494968578,0.068762451,0.627386279,0.109601459,0.912725454
CHIAP3,0.283502277,0.267836205,2.443814862,0.109597584,0.912728527
AC090198.1,110.556252,0.017167183,0.156648651,0.109590363,0.912734254
AL136115.2,0.448073002,-0.139069433,1.269316527,-0.109562454,0.912756389
AC013726.1,15.30663642,-0.026488297,0.241768602,-0.109560534,0.912757911
APRT,0.745521606,0.107262216,0.979026015,0.109560128,0.912758233
CLEC4F,0.380755108,0.188169646,1.717568551,0.109555829,0.912761643
AL355075.1,8.462138885,-0.038694167,0.353300346,-0.109522019,0.912788458
MRGPRX1,0.181199296,-0.333534812,3.045772184,-0.109507472,0.912799996
EED,7.242147884,0.045473349,0.415259574,0.109505842,0.912801288
CCR7,3.339951922,-0.064148653,0.585840259,-0.10949854,0.91280708
NIFKP6,0.268057235,0.266986792,2.438289553,0.109497575,0.912807845
SEC63P1,20.64443933,0.024099269,0.220192977,0.10944613,0.912848647
NPFFR2,1.550547513,0.07656919,0.699615102,0.109444736,0.912849752
APH1B,1.586729503,-0.14097929,1.288163785,-0.109442053,0.91285188
PPIAP63,0.274926541,0.265371054,2.424959362,0.109433196,0.912858905
PTGES3P2,8.031104951,-0.030581615,0.27946705,-0.10942834,0.912862757
ZNF488,0.259396326,-0.226863185,2.073989458,-0.109384927,0.912897189
CTNNBIP1,1.5962288,-0.094674209,0.865794595,-0.109349503,0.912925284
AL355300.1,0.37255389,0.163800593,1.498114811,0.109337811,0.912934558
AL772161.1,2.879568743,-0.05333814,0.487938092,-0.109313335,0.91295397
AL133485.3,12.20225562,0.029590384,0.270704558,0.109308777,0.912957585
CTDSPL,9.636507075,0.037164495,0.339995572,0.109308762,0.912957597
ZNF107,6.535646135,-0.052228671,0.477887485,-0.109290728,0.912971901
SLC45A1,0.721809087,-0.131593905,1.20411448,-0.109286872,0.912974959
AL590004.3,30.71333151,-0.022867578,0.209248157,-0.109284491,0.912976847
LIFR,206.4146024,0.015474378,0.141639033,0.109252217,0.913002445
AL121762.2,0.293814324,0.264983092,2.425524913,0.10924773,0.913006003
ZCCHC13,0.260536088,0.269653684,2.4682861,0.109247337,0.913006315
COX6CP1,0.652754415,-0.141522103,1.295650668,-0.109228596,0.91302118
CHCHD2P4,0.223776136,-0.231487879,2.119439353,-0.10922128,0.913026982
DCAF4,11.70217609,-0.039049034,0.35753975,-0.109215924,0.913031231
LINC02829,0.377531408,0.1881823,1.723073248,0.109213175,0.913033411
ADGRA3,15.02521227,-0.029252742,0.267908283,-0.109189391,0.913052275
ENTPD6,0.93739174,0.109893033,1.006564803,0.109176312,0.913062648
AL157935.1,5.318128664,-0.050127412,0.459151716,-0.109173962,0.913064512
POM121L2,0.763380803,-0.198989628,1.823153768,-0.109145828,0.913086826
MIR548X,0.469278539,-0.192994815,1.768256074,-0.109144155,0.913088153
BMP6,22.5641417,-0.024097231,0.220795354,-0.109138307,0.913092792
FCGR2B,45.56973972,0.02366597,0.216875682,0.109122285,0.9131055
SPP2,29.93503288,-0.024894275,0.228134032,-0.109121269,0.913106305
OR10R3P,0.279976927,0.265128668,2.430490261,0.109084439,0.913135517
GABPB1-IT1,11.33588554,0.045036177,0.412917039,0.109068342,0.913148285
ITPRID1,8.685804472,0.061143561,0.560640454,0.109060201,0.913154741
AC107918.6,3.151618023,-0.054434491,0.499161258,-0.109051914,0.913161314
GALNT13,3.095729471,-0.106364647,0.975532031,-0.109032449,0.913176753
AL031599.1,0.239150196,-0.229828464,2.108188799,-0.109017022,0.91318899
AC110288.1,0.239674725,-0.227899998,2.091067441,-0.108987397,0.913212486
AC097358.2,0.236651354,-0.228379696,2.096459402,-0.108935902,0.91325333
IFITM3P2,0.236493667,-0.230061993,2.112918319,-0.108883524,0.913294875
AL049548.1,1.145885307,-0.088741616,0.815065593,-0.108876656,0.913300322
TEN1,6.482326142,-0.038922179,0.357525087,-0.10886559,0.9133091
GUCY2D,0.589167325,-0.191115677,1.756413202,-0.108810203,0.913353031
HCG22,0.067986066,-0.331333524,3.045772184,-0.108784736,0.913373231
ITPR1-DT,0.234224029,-0.228536263,2.100851984,-0.108782658,0.913374879
AP000696.3,0.241999001,-0.226961539,2.086980577,-0.108751151,0.91339987
CST1,0.1268743,-0.33122474,3.045772184,-0.10874902,0.91340156
AC090181.2,0.513182127,-0.153383873,1.410784555,-0.108722393,0.91342268
AP003027.1,0.271075251,0.266019481,2.447359729,0.108696518,0.913443204
AC074254.1,0.42527626,-0.193158346,1.777067503,-0.108694996,0.913444411
HTR1B,1.252201973,-0.106420582,0.979293558,-0.108670767,0.913463629
HOXA11,3.623510082,-0.048221047,0.444036472,-0.108597042,0.913522107
LINC00173,12.69209076,-0.023889899,0.219990328,-0.108595223,0.91352355
NLK,10.15028073,0.030293952,0.278984675,0.108586439,0.913530518
CFAP221,79.48505385,0.015685492,0.14446611,0.108575581,0.91353913
MTMR1,36.72367419,-0.023485798,0.216378346,-0.108540425,0.913567016
SESN1,19.37147697,-0.033185844,0.305771555,-0.108531495,0.913574099
MSX1,5.128628277,0.055020099,0.50697189,0.108526923,0.913577725
AL445383.1,0.225809419,-0.231330812,2.131739811,-0.108517377,0.913585297
RNU6-1250P,0.301428013,0.193691634,1.785033586,0.108508678,0.913592197
AC020916.2,1.410785196,-0.086263714,0.795129144,-0.108490192,0.91360686
AC103957.1,188.8828752,0.012854986,0.118493803,0.108486566,0.913609737
CNTFR,0.30361526,-0.169527357,1.562743085,-0.108480632,0.913614443
AL355095.1,0.242450483,-0.228045431,2.102405401,-0.108468819,0.913623813
GEMIN7-AS1,139.0178977,-0.030578329,0.281981196,-0.10844102,0.913645864
AC093520.1,15.27096248,0.02338806,0.215704084,0.1084266,0.913657302
PPP2R1B,21.08712576,0.075329258,0.694788523,0.108420412,0.91366221
Z98259.3,58.03436505,0.024407409,0.225150657,0.108404788,0.913674603
PCSK4,0.633235119,0.167746867,1.547861877,0.108373279,0.913699597
PDGFRA,7.115235652,0.048366157,0.446347627,0.10835984,0.913710257
AC092813.2,1.375213656,0.11470888,1.060263764,0.108189003,0.913845768
AL442639.1,0.264208004,0.266189911,2.460872409,0.10816892,0.913861699
SMCR8,22.32862046,0.035407963,0.327365454,0.108160353,0.913868494
AC134349.2,0.37033266,0.184631605,1.708084106,0.108092806,0.913922074
SH3GL1P3,33.47722154,-0.040326139,0.373093899,-0.108085763,0.913927662
IFI35,10.04825045,-0.0440551,0.407738938,-0.108047322,0.913958154
AC068135.2,0.322301429,0.188769368,1.747309584,0.1080343,0.913968484
IPO7P1,0.262719636,0.266159942,2.463861244,0.10802554,0.913975432
AC021146.10,0.274971078,0.263506392,2.439889729,0.107999304,0.913996245
GDNF,13.65607189,0.029047715,0.268962954,0.107998944,0.91399653
OTX2P2,1.314678286,0.099888925,0.925059262,0.107981109,0.914010677
AC009500.1,0.277110276,0.263021558,2.43584605,0.107979549,0.914011915
GM2A,12.50294268,0.042203109,0.39100962,0.107933685,0.914048296
LINC02835,1.019331119,-0.117719213,1.090939966,-0.107906225,0.914070079
