"","RBBP7","HDAC1","SIN3B","HDAC2","RBBP4","SIN3A","SUDS3","BRMS1L","SAP30L","ARID4A","ING1","ARID4B","SAP30","ING2","BRMS1","TNRC18","SAP130","HNRNPUL1","BAHCC1","PHF12","TUBA1A","CHD4","GATAD1","GATAD2B","MTA1","MBD3","MTA2","MBD2","GATAD2A","CHD3","PRKDC","CCT2","CCT5","TUBB6","TCP1","MSH2","CCT3","CCT4","CCT6A","CCT8","MORF4L1","CCT7","ERC1","CDK2AP1","MTA3","PWWP2A","CHD5","RCOR1","KDM1A","C16orf87","MIER1","DNTTIP1","WDR5","ZMYM2","GSE1","MIER3","ZMYM3","CTBP1","HMG20A","RERE","RCOR3","CDYL","ZNF516","MIER2","BCL11A","ZNF217","RREB1","RCOR2","PHF21A","ARID5B","MGA","EPPK1","HSPA1A","HSPA9","TUBB4B","TUBA4A","TUBA8","KPNA2","HSPA4","KPNB1","KPNA3","DECR1","HSPH1","CANX","ZNF219","HSPA4L","MORF4L2","ZNF512B","BCL11B","TRERF1","ZNF521","MRFAP1","MRGBP","BRD8","MRFAP1L1","LIN9","LYZ","LIN52","SUZ12","SCOC","LIN37","EZH2","CHAF1A","AEBP2","MYBL2","EED","LIN54","RNF41","PALB2","CHAF1B","EP400","BPTF","ASH1L","PCBP1","TUBB","SNRPD1","TUBA1C","HSPA8","U2AF2","RCC2","SNRPD2","RBM39","HMGB1","SNRPA","BTF3L4","EIF1AX","NUCKS1","ENO1","CKB","EIF5A","CPSF6","BTF3","EEF1A1","HNRNPF","RCN2","PCBP2","C1QBP","NCL","NPM1","SNRNP70","TUBA1B","HSP90AA1","PUF60","TUFM","HSP90AB1","CLTC","EIF5B","CACTIN","NACA","MCM3","DYNC1H1","SNRPD3","MFAP1","SPTAN1","HNRNPA2B1","SSRP1","DDX46","FBN2","FLNA","CSE1L","DSP","CTBP2","ZNF592","TRMT1","FBN1"
"TCGA-BH-A0DX-01",14.1947,12.8721,11.4929,12.7421,13.8329,12.2787,11.2723,8.2867,10.7582,9.9144,10.2068,11.998,8.683,9.6421,11.4848,13.443,11.1215,14.0025,11.2216,12.3364,14.6021,14.1762,10.4635,11.7777,11.5434,11.8236,12.7434,12.9248,12.6271,13.2536,13.6516,13.6738,13.7086,12.2764,14.0916,11.2675,14.5749,12.7799,13.3168,13.5567,13.9409,13.1163,12.6439,12.7263,11.5713,10.1573,5.9307,12.2174,12.7194,9.0661,11.2033,10.5906,11.2894,12.4888,13.492,10.5736,10.8895,12.2709,10.7941,13.4632,11.3961,10.6636,10.6284,10.3587,5.7814,12.8853,12.7576,6.4263,10.8154,12.5955,11.3174,12.9075,14.0001,14.8243,14.2875,12.2419,6.7886,12.8516,13.3008,13.4106,11.7258,11.863,12.8384,15.2255,9.8032,6.8834,13.4955,10.682,7.4094,10.6357,10.7457,13.5744,9.7697,11.8182,11.3089,8.6221,14.4955,9.058,10.4503,11.8194,8.4989,9.2408,10.2192,10.4221,10.7065,9.9513,9.5275,11.3918,9.9901,10.4168,11.6584,12.4474,13.098,14.0518,15.4239,11.5206,13.6941,16.2527,12.9586,13.8368,12.5172,13.5885,14.4231,11.4954,11.7807,13.0886,14.5186,15.8162,12.8082,13.9998,12.2674,15.0586,18.9516,14.2422,11.4538,14.4574,11.5897,14.938,14.8754,12.7326,15.7471,16.3691,12.5539,13.788,16.0302,15.4083,13.6038,9.9032,15.2292,12.4333,15.0825,12.3908,10.3432,14.6207,15.0938,13.1327,11.9993,8.4878,15.4749,12.7938,15.2991,13.675,11.5319,10.1267,15.4186
"TCGA-BH-A0DZ-01",11.5936,10.3208,9.9099,12.3953,11.6853,11.4301,10.4528,7.4886,9.5868,8.3399,9.5173,10.1975,8.6402,8.5275,10.5127,10.9166,9.8265,12.5927,7.5236,12.1463,13.8618,12.6441,9.1874,9.3174,9.5999,10.5845,11.3343,11.1046,11.0708,11.2088,12.4831,12.5587,12.8958,10.9019,12.7147,9.5392,13.3299,12.4332,12.5023,12.6486,13.3551,12.8543,10.3487,11.9712,11.7065,8.8041,1.585,10.224,11.4409,8.0607,9.8202,9.7912,10.2252,11.0505,10.255,9.7977,9.5488,11.2683,9.3968,11.1762,9.5098,9.5314,9.0821,8.8796,4.0875,11.375,10.6961,5.585,9.2574,10.8345,9.8392,10.9795,13.3267,13.0023,13.0344,9.0416,5.2005,12.9407,11.9794,12.3041,10.7415,10.9837,11.7586,14.6663,7.7665,6.4599,14.0855,8.4469,6.1497,9.5831,9.0928,13.8012,8.7781,10.2808,11.0775,7.8009,11.709,8.0715,9.5147,11.4325,8.1381,9.6636,8.9278,8.5736,10.7846,8.0875,9.0768,10.2167,8.6402,8.8796,10.6534,11.051,10.6609,13.3078,14.7331,10.9248,12.5854,14.8493,11.69,12.345,12.4926,12.2636,14.162,10.4988,10.4614,11.5684,13.1662,15.5003,9.4179,12.7371,11.0875,14.106,18.7371,13.5001,10.8065,14.0821,10.6689,14.3399,14.6355,11.5826,15.2524,15.5216,12.0046,12.2387,15.3188,15.4819,11.3438,8.3837,14.3487,11.7427,13.525,11.3651,10.716,12.5934,14.5766,12.2894,10.8933,9.5906,14.4233,11.8903,14.1205,11.7591,10.0967,8.3966,13.7625
"TCGA-BH-A0E0-01",12.685,12.6508,10.4263,13.218,13.2265,10.9523,11.4471,7.7534,9.9248,9.0661,9.9795,10.2973,8.1033,7.9425,11.275,12.2282,10.1861,14.275,9.4574,9.8042,12.0426,13.7179,9.96,12.0526,10.9638,10.9934,12.3278,12.1665,11.6248,11.368,13.457,12.5873,13.3589,13.0537,14.1532,12.0393,15.4754,13.9592,14.1001,13.7549,12.8167,13.9531,11.1466,12.6976,12.5892,8.7846,4.0875,10.7707,13.0627,8.2432,9.941,9.5353,11.2432,11.3061,13.1715,9.5236,11.0182,11.8288,9.7886,12.0838,10.0795,9.9929,6.7142,10.5285,10.6609,12.2609,11.4863,10.5803,10.7624,10.2831,10.5127,10.1774,14.3465,13.8578,13.514,10.8446,9.3713,12.7463,13.0229,13.4188,10.8611,12.352,12.8384,14.7561,9.6935,9.7099,13.373,11.228,9.3174,6.9069,6.4429,13.2795,9.6865,9.9929,11.2009,8.0607,11.6235,8.1948,9.9334,10.4737,9.0299,11.1793,9.6952,9.9248,11.3929,10.4767,8.5469,10.5915,8.3923,9.0168,11.1032,11.0118,12.7869,14.0966,15.9818,12.1137,13.3836,15.775,12.4318,13.9864,13.4006,12.823,13.38,11.7185,11.7061,12.741,13.7605,15.6768,6.2854,14.2327,11.5008,13.9237,19.2618,13.556,11.056,14.1551,11.9869,14.468,14.7263,12.4083,14.9753,15.9635,12.7459,12.9289,16.3525,13.9587,13.4427,9.3612,15.2328,11.9636,13.4402,12.0415,9.9816,13.018,14.8246,13.3421,11.4372,5.8074,13.616,13.4105,14.5817,12.2855,10.851,9.8345,10.4858
"TCGA-BH-A0E1-01",13.1497,12.737,11.5382,12.7087,13.8437,12.3524,12.189,8.6964,11.207,10.584,10.1224,12.2837,9.9366,9.5314,11.1124,13.0098,11.0761,14.1084,10.3264,11.8784,12.8922,14.442,10.9929,12.1405,11.3004,11.6317,12.6359,12.6071,12.1176,13.5588,13.7708,13.4122,13.6823,10.8983,13.3761,11.4497,14.834,13.2976,13.5403,13.6279,13.6779,13.9473,11.3426,12.9535,12.1399,10.0458,2.3219,11.3794,12.7513,8.3487,11.1768,10.2348,11.2499,12.3415,12.5275,11.0593,11.0728,12.5585,10.695,12.7969,12.3655,11.2779,11.2738,10.0476,6.1898,13.1754,11.4481,7.9773,10.8162,11.3756,11.3761,11.6057,13.4551,14.1687,14.395,10.84,8.1313,13.5518,13.7912,14.1838,11.318,11.5372,12.9246,15.801,10.4549,10.1649,13.8094,10.9906,4.7549,9.3945,9.5018,14.4226,9.8009,11.525,11.9936,9.5887,10.6348,9.2264,11.6675,11.6156,8.3904,10.1997,10.4979,10.4615,11.1105,9.8074,10.0182,11.5603,9.4696,10.2167,11.8589,12.1389,13.0396,14.218,15.5271,11.5299,13.3703,16.635,12.7703,13.1663,12.4921,13.1912,14.1927,11.2935,11.7593,12.707,14.7722,15.32,12.2414,14.3832,12.0154,15.1248,19.5178,14.1928,11.774,15.0234,12.6917,15.1394,15.5552,12.4803,15.7488,16.4052,12.645,13.24,16.2242,15.1634,13.417,9.8732,15.4323,12.6775,14.6363,12.3665,11.0464,15.0321,15.4402,13.4955,11.9673,8.1799,14.6465,13.3911,17.2527,12.8993,11.5407,9.8025,13.3803
"TCGA-BH-A0E2-01",14.134,11.8301,11.464,12.8317,13.2759,12.7227,12.2119,8.8199,11.6193,10.611,12.8214,12.0029,8.8106,9.7649,11.4231,13.5935,10.4305,14.0117,8.5236,11.7624,14.1753,13.9239,11.6055,11.6022,11.7157,11.89,12.72,12.7944,12.2903,12.9082,13.2029,14.8191,14.1235,11.69,14.164,11.221,14.8197,13.8994,13.7439,14.1387,14.1979,14.0678,11.6631,12.9255,12.0168,10.1599,5.3576,11.911,11.883,8.9396,11.2095,10.5736,11.7427,13.1835,12.9044,11.0674,11.5589,12.7325,10.9943,12.6165,11.3625,10.7381,11.5358,9.9873,6.7549,12.8303,12.3764,7.2946,11.4009,11.0251,11.318,11.8854,13.8146,14.5773,14.7398,9.3503,7.334,13.2784,13.8984,13.9121,12.1706,11.9091,14.6296,16.0768,10.8646,10.2674,14.3545,10.4978,7.5236,9.4656,9.9159,14.6795,10.1836,11.8796,12.5668,9.1344,11.5935,8.9189,10.8762,12.4213,9.2486,9.8703,10.5689,10.5157,11.3945,9.3923,10.3554,11.9256,9.6129,9.9069,11.3637,12.267,12.3242,14.368,16.0326,12.0534,13.4096,15.9734,12.927,13.347,12.8901,13.6052,15.6011,11.8803,11.8911,12.9794,14.7329,14.7687,10.0526,14.4251,12.5068,15.8414,19.9474,14.4773,11.7736,14.6205,11.9538,14.8898,16.1339,12.5767,15.6526,17.2405,13.2994,13.2747,17.0121,15.0622,13.5766,10.4881,15.0956,12.2309,14.5257,12.5529,11.3281,14.4353,15.6962,13.3877,11.6755,8.6935,15.4189,13.3449,15.7333,13.1499,11.7723,10.3038,14.6026
"TCGA-BH-A0E6-01",12.2773,12.6642,10.5265,13.7849,12.8847,10.8783,11.1752,7.983,9.8502,8.3399,10.5417,10.5469,10.5632,9.3576,11.6931,11.3633,10.4325,13.8305,10.1799,10.9454,15.3439,13.6053,10.1293,11.8784,11.7181,12.4655,12.4755,13.2033,12.9243,12.1421,12.4533,12.9751,14.2492,12.9745,13.5249,11.2969,15,13.5122,13.1625,13.4319,12.9314,14.5739,10.3174,14.6774,11.9715,8.5774,2.585,10.0941,12.9387,7.5236,10.2992,9.733,11.5358,11.7727,11.8584,9.3399,11.7262,12.9687,9.1486,11.8784,10.3476,10.6618,10.9024,10.7146,10.8788,10.8242,10.6537,10.314,11.2222,11.0423,10.6546,12.7721,13.6485,12.9936,13.9278,13.6142,7.1031,13.2296,13.1302,13.588,10.5206,12.1478,11.9901,14.4793,10.0317,9.6352,14.5888,10.8369,7.1497,10.0888,8.4838,14.0371,10.7682,10.1799,11.6266,9.5999,12.0694,8.4838,10.2119,10.6493,9.33,11.6676,10.8564,9.2621,11.8317,10.4584,8.6257,10.5285,9.4676,10.268,11.2075,10.4583,11.207,14.6692,16.394,12.737,13.508,14.6598,13.2353,13.8868,14.0064,12.2091,15.0222,12.7175,11.378,12.1232,15.0091,15.6757,9.445,15.8686,12.1596,14.3819,19.2582,13.9797,11.3891,14.2069,13.1801,15.4821,15.5525,13.1618,15.6467,14.6254,13.2636,14.6607,16.4138,13.7413,14.5208,9.8847,15.3896,12.638,13.8369,12.8655,9.8313,13.8103,14.9045,13.6422,10.7486,5.2095,16.1836,13.793,14.6563,13.221,11.3848,11.5684,11.4404
"TCGA-BH-A0E7-01",13.6141,13.11,12.4886,12.7256,14.5816,13.3401,13.1552,8.8777,12.0634,10.9069,10.5475,12.2821,9.0112,9.6883,11.3129,13.2311,11.5392,14.0599,11.1911,12.2004,13.4816,15.0147,12.0035,11.9054,11.119,10.8043,12.809,13.0669,12.0668,13.8696,15.3284,13.5415,13.4447,10.6179,13.451,11.599,14.0182,13.2724,13.4414,13.7097,14.3829,13.7449,12.0049,12.3622,12.5206,10.5098,2,12.2085,12.859,10.2958,12.2261,10.1241,11.6103,13.3285,12.7444,11.5221,10.043,12.588,11.7672,13.8008,11.623,11.4051,10.0835,9.42,1.585,13.424,12.6159,6.5699,11.2848,12.6011,12.4318,10.885,14.6012,14.6334,13.5317,10.5982,7.4946,12.7086,13.9306,13.978,12.1389,12.6627,14.464,16.5559,9.3911,10.0856,14.7818,11.5607,4.0875,12.1431,9.0389,14.8151,9.7159,12.329,13.1448,8.388,11.0145,10.2842,11.9553,13.1494,8.7423,9.2432,10.1712,11.4803,8.1085,10.1176,10.2155,11.917,11.1542,9.5411,12.63,13.0832,13.3867,14.5362,15.4823,11.322,13.4698,16.6246,13.4662,14.1003,12.3267,13.8364,14.5706,11.1026,12.327,13.3515,14.9246,15.3792,8.8138,14.0153,12.7168,14.9603,19.4728,14.6238,12.2467,15.3277,12.9894,15.5881,15.5663,12.8418,15.4818,16.7148,13.7967,14.3619,16.8684,16.0009,13.65,9.8571,15.3509,12.8844,15.1946,12.9016,12.1895,14.9702,15.5897,13.4517,12.5936,8.9744,15.7359,12.7762,16.1631,13.9672,12.3834,10.3264,14.0061
"TCGA-BH-A0E9-01",13.3301,12.2958,11.9643,12.5085,13.2778,12.9656,12.1969,9.4313,11.9535,11.2715,11.4334,12.9303,8.2946,9.0795,10.445,13.9982,11.6211,14.1489,11.1286,12.2781,13.494,14.3312,11.66,12.5519,12.0607,11.6112,12.0289,12.5046,12.1296,13.4268,14.1152,12.6062,12.8681,11.3685,13.0726,11.2709,14.328,13.5937,13.4274,12.7962,13.5604,13.6953,12.6448,12.1327,12.4745,10.1046,3.3219,12.0351,12.3531,8.5546,11.2192,10.224,11.5111,12.6755,12.9982,10.9549,11.5999,12.1658,11.4861,13.1162,12.6983,11.3923,11.6826,10.6129,8.9278,14.1842,12.7766,5.3576,11.5632,13.2075,12.352,11.0995,13.8178,13.9087,13.9445,10.0953,7.302,12.042,13.2684,13.9757,11.3337,11.168,12.3149,15.3544,11.1297,9.812,14.0423,11.2544,8.5118,11.7224,11.1472,13.5328,9.8311,11.6316,11.8708,10.1799,11.973,9.9293,11.8384,11.5584,8.5549,9.4263,10.7202,10.8424,9.9944,10.1085,9.4388,11.4168,10.3608,9.3576,12.3676,13.0755,13.8706,14.2451,15.1414,11.2998,12.2927,15.7428,13.1955,13.2444,12.5589,13.85,14.0944,11.3202,11.2103,12.9817,15.244,14.4165,10.7313,13.2359,12.1833,14.7829,19.6894,14.2362,11.88,14.9675,11.3815,15.0009,14.8892,13.1501,14.7208,16.1169,12.29,13.109,16.2377,15.0694,13.269,10.3624,15.3095,12.3767,15.2093,11.9954,11.0901,14.5768,14.9784,12.9114,12.3628,6.8704,15.7618,12.9524,16.4257,13.2839,11.9968,10.3219,13.2009
"TCGA-BH-A0EA-01",12.8486,12.365,11.1105,11.7017,12.9977,12.3731,11.6285,8.4873,11.3821,10.0112,10.9415,12.0556,8.1997,9.1163,10.5479,13.681,10.4574,13.4955,10.5575,12.0358,13.7511,13.9049,10.9915,11.9487,11.3988,11.831,11.8388,11.5836,11.5722,13.7811,13.2472,12.0441,12.3784,11.8298,12.4072,10.2538,14.1323,12.8554,12.6879,12.5052,13.309,13.1494,11.8273,12.193,11.2877,9.4574,4.3923,11.0293,11.983,7.5314,10.8711,9.7879,11.0366,12.1228,11.7956,10.0182,11.5661,12.2232,11.0483,13.2561,11.7448,10.6944,10.9915,9.9702,8,12.1583,11.6812,6.6724,11.1843,12.7642,11.5338,11.5441,13.9946,13.4075,13.1918,10.9033,5.8148,10.9199,12.4346,13.2832,10.8541,11.3348,12.0492,14.5108,10.9748,8.4927,13.4765,10.6855,7.0224,11.0189,10.2586,13.6,9.364,11.3106,11.5338,9.1649,12.539,8.9159,10.8347,11.0168,8.1149,7.1799,9.0954,10.2609,6.6865,9.5546,9.0389,11.286,9.8041,8.9278,11.9864,12.1497,13.3075,13.7387,14.8555,10.3476,12.1977,15.2823,12.4674,12.7561,11.8553,13.0972,13.6324,10.5755,11.0328,12.3453,14.7407,14.553,10.7895,13.2613,11.4435,14.1108,19.2222,13.3961,11.2222,14.5614,11.7453,14.4279,14.3606,12.6225,14.4022,15.0452,11.9915,13.2678,15.5706,14.2461,12.6482,10.0226,15.1187,11.6448,14.418,11.469,10.722,14.4857,14.5535,12.744,11.4938,8.0168,15.7705,12.0563,15.7847,12.8213,11.6488,9.7432,13.6253
"TCGA-BH-A0EB-01",13.9651,12.8857,10.9993,12.8212,13.8359,12.8017,12.376,8.7344,11.7372,10.6795,10.0615,12.3054,8.8642,9.545,11.4909,12.8794,11.0362,13.9117,9.1874,12.2597,14.4096,14.5604,10.8273,12.0708,11.1553,10.7575,12.6989,12.4131,11.7883,13.4621,13.5108,13.467,13.5448,11.5809,13.5158,10.9979,14.6018,13.2907,13.568,13.8243,14.3768,13.7667,12.4107,13.2461,11.8622,10.2574,1,11.8142,12.5748,8.9629,11.8823,11.1529,10.8903,13.1062,12.4803,11.0908,11.7805,12.2095,11.2713,12.9317,12.3239,10.7237,10.9787,9.8424,6.1293,13.4667,12.5656,5.7814,11.2889,12.0627,11.6799,7.8765,14.2523,14.3971,13.3785,11.2538,6.8716,12.3204,13.9306,14.109,12.0056,11.7134,13.0175,16.2149,9.2685,7.7276,14.5815,10.4927,8.4838,11.5603,10.4615,14.3617,9.9307,11.7657,12.6165,8.6689,12.6909,9.5868,11.8013,12.3778,8.2974,8.9801,9.9915,11.2396,9.1007,10.2119,9.8719,11.7682,10.5632,9.5488,12.1248,12.6609,13.3297,14.3314,15.7619,11.8221,13.6169,16.5462,13.0647,13.5576,12.8798,13.6743,14.7593,11.0715,12.0343,13.3334,14.8118,15.4667,10.8337,14.6234,12.4494,15.6055,20.0789,14.2302,11.8765,15.3171,12.821,15.2601,15.5069,12.2432,15.7111,16.1477,12.5864,14.3165,16.3462,15.3563,13.5707,9.565,15.8884,12.8556,15.0089,12.0502,11.5854,14.8581,15.8542,13.3798,12.4656,7.2574,15.3792,12.9578,15.683,12.9759,11.8607,9.7499,14.9927
"TCGA-BH-A0EE-01",14.0486,13.7326,10.6636,13.4718,14.5633,12.4758,11.8393,9.9658,11.6321,10.3476,10.7322,11.9625,11.381,10.8009,12.0865,12.0358,10.8819,13.9695,8.69,11.3359,10.9837,13.8604,10.9858,11.8174,12.1983,11.5827,13.0487,13.4735,12.3875,11.9883,12.3597,12.8341,14.5076,11.043,14.1353,11.7541,14.9126,13.0524,13.9328,14.5867,14.2899,13.4146,10.4252,14.7705,11.6564,10.9607,2.3219,12.1408,12.8035,9.5372,11.9858,10.8017,11.556,12.1696,12.3312,11.188,11.9222,13.1514,10.1548,13.7093,11.8498,10.952,5.5236,10.3805,9.6348,13.081,12.1108,7.9944,10.4798,12.4257,11.4455,12.6253,13.6437,14.7572,14.8784,11.2398,6.6936,13.9775,13.3411,13.7367,8.1344,12.7017,12.7455,15.9272,9.0473,7.8437,15.3866,10.8301,6.858,9.4051,7.5999,14.6551,10.9262,11.5868,12.4442,10.2479,11.6307,10.4919,11.1656,13.5843,8.4844,12.1749,11.3134,10.7322,12.0021,10.8963,10.6564,11.218,10.332,11.9894,11.3911,11.983,12.0341,14.1398,16.8012,12.5163,14.4031,15.957,13.3577,14.9299,13.5187,12.9427,14.7718,12.327,12.6683,13.6722,15.5966,17.7861,9.4409,14.4572,12.4427,15.0674,19.1835,14.8681,12.0684,14.8269,11.6006,15.3871,16.0375,12.9524,16.2437,17.0209,13.5332,14.1539,16.1585,15.6674,13.4415,9.6691,15.4751,13.9962,14.9963,13.3094,11.5245,13.7247,16.2731,13.542,12.0224,10.9091,13.3424,12.158,14.148,14.6456,12.2022,10.6284,9.7074
"TCGA-BH-A0EI-01",12.6707,12.8788,11.5613,11.7117,13.8267,12.9659,12.3098,8.6671,11.9484,10.8057,9.9199,11.9809,8.9039,8.9915,11.4126,13.3861,11.221,14.0226,10.7731,12.2882,14.1989,14.739,11.4712,11.8313,11.0931,11.3922,11.9512,11.8467,11.9043,13.4637,14.0919,12.658,13.6524,11.0431,12.953,11.1472,13.3569,13.2696,13.0198,13.026,13.9384,13.6676,12.1671,12.2629,11.5826,10.4574,1.585,11.8309,12.4535,9.1059,12.0063,10.3718,11.3432,12.7119,12.9409,11.8696,12.4735,12.38,11.8078,13.6034,11.445,10.7339,11.7232,9.9614,4.9069,13.9049,11.4798,6.6147,11.7557,12.4414,11.5698,10.8058,14.2628,13.4933,12.9876,9.0373,6.0367,12.0353,12.3049,13.9434,11.6303,11.2276,12.3805,15.6894,9.9328,9.9122,15.3962,11.4866,5.7814,11.0028,11.819,14.115,9.8842,11.7296,12.1843,8.7142,11.2213,9.676,11.6416,12.2869,8.6911,8.9099,9.66,10.8917,10.3287,9.4009,10.275,11.87,10.1109,9.5157,12.4054,12.9367,12.9485,13.9184,15.196,10.8158,12.7027,15.4419,12.6985,12.8084,12.1951,13.7398,14.5514,11.0348,11.66,13.3301,14.785,14.6962,7.7211,12.9684,12.245,14.6467,19.4842,13.489,11.7989,15.0711,10.9491,14.8928,15.2537,12.3995,15.1014,15.1704,12.196,12.826,15.8144,15.1224,12.9007,9.7571,15.3531,12.3731,15.1506,11.8619,11.4969,14.6848,15.1373,12.5656,11.9452,8.3309,16.3821,12.9321,16.0843,12.5729,11.762,10.0238,15.2133
"TCGA-BH-A0GY-01",14.47,12.3958,10.5343,12.9972,13.0171,12.5063,12.6438,8.7276,10.314,9.8887,9.596,11.6852,8.4512,9.3083,11.4737,13.0806,10.7065,14.0368,9.6384,11.2192,13.8739,14.3091,10.676,11.3837,10.8659,11.54,12.9991,12.1914,11.8082,12.6479,14.2513,13.7683,14.2304,11.303,13.6718,11.6817,14.6558,13.3185,14.6706,14.2265,14.0768,13.5994,11.5221,12.0931,11.7773,10.1306,3.8074,11.5541,12.3617,10.014,11.9833,10.4336,10.7022,12.7822,13.2,10.8603,11.0458,12.3099,10.8024,11.5741,10.6573,11.0362,9.0224,10.6334,6.5078,13.8972,12.0369,6.4757,10.3955,11.4788,11.5118,13.7935,14.7164,14.4229,13.6149,9.6884,8.8477,12.971,13.7181,14.103,11.6922,11.8198,14.1832,15.3875,8.5228,7.68,14.1084,11.8089,7.4919,9.8719,9.2621,14.2758,11.4793,10.8281,12.0951,8.5275,12.4727,8.4094,11.6372,11.741,9.074,9.697,10.3718,10.8218,10.3977,9.8041,9.7944,11.1805,10.2621,9.4073,11.8866,12.1591,12.5264,14.1933,15.6589,11.2871,14.2354,16.6211,13.5331,13.6833,12.8576,13.8274,14.3687,11.1991,12.8916,13.0826,14.1023,15.0725,10.585,14.2645,12.057,14.3884,18.3789,14.2704,11.8057,14.6107,12.4453,15.5819,15.3839,12.6029,15.4225,16.845,14.2456,13.5327,16.7019,15.1411,14.0086,10.0068,15.035,12.2009,14.5807,12.3194,11.0786,13.4781,15.3599,13.4733,12.1288,9.1699,15.3905,13.9984,15.2837,13.5055,11.2992,9.7448,13.4023
"TCGA-BH-A0GZ-01",14.6992,11.8704,10.8049,12.6198,13.1255,12.1146,11.5496,8.7511,10.7313,9.9366,11.1542,11.8114,6.9307,8.5962,11.6152,12.7524,10.7254,13.6634,8.8392,11.4727,14.221,13.5399,11.1124,11.66,11.3364,11.6388,11.4813,12.3611,11.7099,13.5429,12.5582,12.9163,13.6362,11.6078,13.5696,10.5594,14.8084,13.1353,13.4633,13.4935,13.5439,13.9342,11.2998,12.5614,12.0351,9.4737,0,11.1357,11.8834,9.2479,11.0681,10.6211,10.1007,12.0957,12.5603,10.6865,11.3298,12.6016,10.4255,12.0492,11.4873,10.7372,10.6742,10.1267,5.0444,12.6303,11.7553,8.8796,11.0341,11.5555,10.7347,11.2385,14.9623,13.9888,14.6466,11.6152,5.6079,12.2951,13.4682,13.8745,10.5245,12.2336,13.9203,14.9024,10.1229,8.5694,14.7778,10.2903,6.2668,11.1202,10.0265,14.4649,9.8978,11.2318,12.2923,9.2288,10.4527,9.4979,11.03,11.7275,8.2387,9.207,9.7074,10.3597,10.2082,9.1497,8.9773,10.722,9.3399,9.9873,11.2582,11.1982,11.8098,14.5659,15.3338,11.696,12.6983,14.8222,12.9451,12.5288,13.0649,12.7834,14.9073,11.5479,11.3085,13.0646,14.416,14.2669,12.0468,14.8963,11.9403,14.7041,18.4351,13.7472,11.4757,14.5285,12.8586,14.9555,15.0133,13.0004,15.1019,16.5602,12.8307,13.3883,16.1628,14.4851,13.8095,10.1174,15.0022,12.8786,14.2195,12.1392,11.1202,14.0675,15.2475,11.9646,11.1383,8.2288,14.9464,12.4033,10.749,12.0206,10.9121,9.8345,13.9661
"TCGA-BH-A0H0-01",13.817,13.7787,10.7985,12.0758,14.6279,12.7609,12.9434,9.1612,12.1567,11.617,10.4805,13.4183,11.2761,10.944,10.7245,15.2319,11.8925,14.743,8.0444,11.8293,12.6778,14.5446,12.0161,13.1589,11.9838,11.3909,12.1085,12.6551,11.7586,13.9105,15.8553,13.775,14.503,11.2258,12.9431,12.5309,15.5187,13.7077,14.2596,14.0954,13.4086,14.1393,12.4244,12.272,12.8677,10.9114,2,13.1658,13.0942,7.7814,12.3995,10.4929,12.2162,12.6965,13.7996,11.8443,12.3435,13.2106,10.3712,14.1287,13.9523,9.8842,7.6366,9.6392,9.3772,14.2205,13.1435,3.3219,11.4944,12.7271,12.2261,13.0164,17.1215,15.1612,15.3241,10.6624,5.9521,13.5976,14.5786,14.8376,11.2889,12.5805,12.9084,16.111,11.7716,11.3432,14.7657,12.1394,6.8074,12.9929,11.5637,14.826,10.2056,12.3049,13.26,11.0161,11.0155,10.4157,11.5227,12.5206,9.4287,11.525,10.2336,11.5167,11.1026,9.8345,11.3449,11.7838,10.9922,10.5651,12.8222,13.1798,14.4327,15.1139,16.1244,12.3805,14.0523,16.5496,14.0149,14.8606,13.6005,14.1757,14.7654,12.1636,12.9987,13.9479,16.0599,15.3631,11.3837,14.3326,12.933,15.646,18.5742,15.1521,10.9069,15.7879,12.068,16.0726,15.6494,14.5912,16.8114,17.2069,14.1561,14.0124,17.3326,15.8463,14.1401,10.1975,15.4504,13.8839,15.0714,13.4538,12.4046,14.796,16.072,12.9001,12.9666,5.8074,13.7277,13.8526,7.6439,13.538,11.4834,10.6257,12.0441
